review_identity,review_deletion,pub_identity,brunch,dart,entertain,favourite,garden,history,late,music,pool,quiz,roast,sport,beer,cocktail,outdoor,restaurant,wine,nofeature,scenic,private
a47ebe8d-5f1c-4efb-a059-23c5b2d674ca,0.0,76282d16-e2c6-40c8-96d1-92b81da07619,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,
292aa275-85d6-480f-8f12-ec2c3ffa4428,0.0,139bde09-27ac-4b94-a94e-9a030fffa1a8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
e94c9fec-d63e-4697-9880-299fb9f334ea,0.0,4a8884c1-3f3e-4ad8-ad30-15d90ed08b3d,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
a778969e-ee78-45da-9094-20db2f7a74f4,0.0,c2d548eb-fa0d-4685-ad65-298a326e7095,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
6c12cea5-ad61-4a78-8c99-c92ab958af87,0.0,6ce3e404-091d-4e74-82cc-4649ed2c567e,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
e9781463-d6ce-47a1-b5a2-fff71bcc237a,0.0,88b8f8e1-ab4c-4659-8c59-79fb38e29086,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
24589345-f0e4-49e3-987a-7dadcc9bfb28,0.0,2f149ce3-29c5-4f29-b3cc-de9f72f917b3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,
8cc7f6a5-7b9b-4ab6-8ed3-e59c3557b681,0.0,b47419d0-3ac1-4cce-b89c-d8ff486c24eb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2dbf1281-50b9-4d4e-b7b3-017683bf1587,0.0,70584e25-7556-4d3d-9c74-331460dde1e8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
af9d953d-c41b-43a2-b958-8ea4c5bb2e72,0.0,ad5b38ca-7444-4e94-8f17-93dd1826bec2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4a36df8d-528a-4eae-ac23-4e19dc7ca634,0.0,ef30367b-bbd4-429a-83d8-6af834e2f668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,
004798cc-e366-433a-aa38-34545db75dce,0.0,88849456-c4ff-4c5a-8ba2-13e503983bcc,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
e9e54bd2-1192-4133-81ad-bd84a519d897,0.0,97f2905d-f074-44a7-a26e-011599793af5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
f16d45b6-f974-4eab-a817-f8ffe302c0b0,0.0,fdfe103a-06d9-4636-b498-a9d698bfe538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
f99d40b1-6cf1-4a88-b556-17a29acec880,0.0,74545130-94c7-4049-92bd-86ffd7cab6cb,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
21867dc8-7d92-4a86-881f-f80f7b2a071b,0.0,365a5ea5-03c6-4caa-8424-7a33339d0642,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
00852eb8-ae87-4d25-8044-22ef6ab3e788,0.0,bd3e47c7-f76a-4998-9bbd-167e68d1ee42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
c9f9dd06-aea6-4ccf-816a-f79b567ee551,0.0,76fc0c90-f865-4cfe-bebe-21fa53717704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
df89a95f-1ed8-444b-994f-7aaccc7d5170,0.0,f12f4cc5-27e9-4691-8dce-dba40040903f,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
474e55ee-da33-4642-b2dd-fedf352e8350,0.0,fbfe14ab-a48b-424f-b09d-6c1478f0edcb,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,
94ca5f6e-3389-452d-814a-47a277b1e49a,0.0,7092252a-1dbb-435b-a339-aff889c58267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ad9395e8-44c5-43f1-9fd7-0bff80f6a170,0.0,6d740ea5-b888-4fb3-b25f-6cb36ea57a01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
30b87e69-de52-41aa-aea1-aed5f3e7f069,0.0,a6051ad8-fefb-4d7e-925f-13cdcb16b73b,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
fbe8666f-0b9b-480a-b0b9-c1d9da0c4016,0.0,07cb0b23-2f4a-4ad6-9425-61afba597d59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
f40dde1c-5212-4b56-84aa-c817a059848e,0.0,d8ac6e40-18aa-4cd2-bad9-c24097babf0d,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,
0cbcd7f2-3f7b-4b73-912a-6844f02f2212,0.0,70382534-b8b7-4272-8471-32f7d6300b15,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,
ef6fde58-8473-418b-a831-90bd703077ad,0.0,40ec196c-cc92-497f-9a9a-4a7a43304c2b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
b1d493a8-0f82-4c7b-80cb-0c3651846352,0.0,4e657bd9-9975-4f07-be10-5f1fe5677501,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,
9e1aeae0-5d14-42a1-b29a-87fb5b4d9857,0.0,a64b8bef-215f-4f25-aeb7-5aefcf828486,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
eb303433-3466-4152-a870-8b3e09e807e8,0.0,0c2cae40-bf1d-402b-bcd9-d7d22cb9c0f1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
782cc510-8666-4e0a-bf91-e8a3a341357a,0.0,4efe599e-daf0-4cd5-94b4-740242dba743,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,
14feb8dd-1797-41f2-ad8a-d95b6d1f6f43,0.0,25778f10-deeb-4cbb-a724-52493a571301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
62d5ade5-8e8f-4e39-a529-a130332cd4ed,0.0,7845221c-b025-44fd-a07c-894ef7c42cf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
877e4b6c-69f4-4863-bb7b-62b3662cf723,0.0,d234616f-b731-4b14-92cf-f4ba4f8109f5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
0415c1d8-9e36-4fca-8358-01a1a32c1b8e,0.0,fb633682-9d29-47d1-81cd-a1848becebb0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,,
4929116a-3722-4ad7-b3a4-5e587bfb3282,0.0,78b09dc3-44c8-4c17-976b-239bc2a6225f,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
dbd90136-004f-4c5c-9fa8-615d99ed3938,0.0,31de6bf0-9819-4cad-81fc-6d787312acc3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
770b5672-5f3b-43e4-9eb8-e4c499691add,0.0,c7e41c6b-81d4-411c-b051-3447583813fe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
bdebff2c-57df-4970-b372-5cf0de6a3d48,0.0,74bdbecd-70a9-4a81-88e3-dc98da654833,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
e96fddbd-77c0-45b2-9601-9ed523ef58bd,0.0,b96faccc-34f7-4499-b3c4-9fc4b208ff34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
bac275e4-0570-4476-b961-45c328628228,0.0,b088ce95-c5f2-4afe-a1d4-9245e5690ac6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
22a271d1-99ba-469a-aa08-8b813bae4e18,0.0,6a7cf78e-1877-47ec-87bf-a4e84423c763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,
5e501764-0696-4918-8c45-72bae602e23f,0.0,a617848d-fd1a-40c8-b6e3-9f92126c8bd4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
d3cd37d2-47cb-492e-a512-64238b5fab93,0.0,008849b1-87fd-4453-90f8-9b0089e78063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
0aff2931-46e8-40c3-a55c-0eddb077aae4,0.0,169e21f6-c32f-4ad6-862c-db0712ee1fb0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
03dca75b-c8b8-4e3f-be7a-b1473683d5e8,0.0,9882b155-3cbe-4a55-81bf-67a9496e6173,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
840ffdc0-2363-43e4-bc84-1fb09b3e091b,0.0,945c6336-6711-42b2-a240-01b1b9f403c6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
ad268bec-1320-490b-abf1-6509f9e75e9c,0.0,d6c545ff-cbe9-46d7-bfb5-bd8ec038dd3a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
39db3041-d292-476e-9bae-a0fffbb84cd5,0.0,7370b248-0ad7-4010-979f-a740c898f0c6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,
3df9e95e-6f49-4780-9319-77991553f840,0.0,c5cb1688-bfcf-4cbb-a416-380acea1923f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
cefad173-c4a4-4b80-9b7c-ccfd6a6c0136,0.0,fe0c2771-3e66-4073-9632-e9e649b7227d,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
da01cc8a-16e7-49ab-9b87-42121e353b62,0.0,612c6de0-6dff-47d5-9956-69173db4e230,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,
b02b8a45-e334-4bb3-b17c-acbd3f8f4ea1,0.0,1d738594-fab9-441a-ae75-2283218418d7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
0dc3ef07-4fde-41b3-aac3-d9cfa15f1efd,0.0,64665ab3-1572-4051-826b-20503fcaa085,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
ddb81be7-8f34-420e-9c33-2c3f090600f1,0.0,ae591583-747e-46be-8bbe-986fb220f09b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
34842639-2fed-4b59-9ef8-514f8ed3ae93,0.0,cec763ee-5ad8-4b86-8d58-bbf96c5407d9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
69411f1b-b4a0-4c8e-a67c-5cff55c3be70,0.0,9b12f0b5-d10c-4d43-8f44-b5601fa510be,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,
241f8df5-adf3-46ec-8819-6f945561d87a,0.0,10a50535-ea54-48e5-840b-0f467d4b339a,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
d17f0e4b-ed9d-4f6b-a01b-f4a9f54908b6,0.0,7ac26e9b-a9c7-44db-ad5c-3a08f45f50ca,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,
071ecd1e-97d0-45da-8762-2c5a97907bca,0.0,fa24fedf-0c19-4e57-8870-90101bc42aa1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
a9b3a49d-93ac-432e-8db3-fd9011fc67a9,0.0,55cfb269-6585-4ae1-bd89-8ef6cae6ea79,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,
55b3a05f-6290-4791-a9c4-1df01fb4d032,0.0,745707c2-e7a4-4b33-9f7a-f6dfc2d6a221,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,
82a95957-6448-4968-8c8b-36768953aee2,0.0,3b8f956e-0a9a-4a8e-9a30-afb90e73eae8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
dd6f4677-409f-42cb-baa7-f964ab2b1743,0.0,7027ed4a-f38c-4d5f-9049-468f2bb12324,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,
713cd321-8b0b-4f75-a695-7a8d13eaf0bb,0.0,12b05c98-b08f-4df2-850e-76180a358f48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
96a227ed-ca1e-4337-bacd-c611cd10aca4,0.0,89509f12-75e8-4b62-8b7a-f709776ddd2c,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
2760730d-9f08-421c-8183-643c1170d052,0.0,2b99f168-e63b-445e-a7dc-7f8bf76da331,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,
7741c4da-18f2-4ff0-917a-39fbad63984e,0.0,50f4ee06-deac-4049-bbd4-0cd727d4c319,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
bc48a25e-26a2-4d36-b37e-9758a1750d54,0.0,cdfb2c2e-c05d-4891-9228-1e918c4ae0bc,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,
020dddc2-edf9-4323-9d06-6d1954a91a68,0.0,9963cb33-f78e-4f21-a240-9542d9e8fbf8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
13d45b45-9c27-4f4a-8cd0-b0b8ad7caada,0.0,861aa935-2abd-4e2f-8ae9-a66b046e75c9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
58c8947a-e8d6-47b6-850c-4373190bad8a,0.0,6a3869ac-c7b9-4b0e-8f34-a8ea858a452c,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
bf0d04b8-fdc8-4f18-b229-e86110db21e7,0.0,818ffc93-d7ef-4eaa-bfac-81af7b1fb6f4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
76b8eb90-7952-4533-b7d8-b82964677bda,0.0,8667fb3f-bfb6-4985-b33a-dbb9a5137a47,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,
49bbb2d6-2fb1-4129-aea6-4fee92560fdf,0.0,b9c0b467-4b1f-40f5-bbdb-39fb34fe9102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
4f8a8fa8-f71c-4a3b-94ac-c7a033659a19,0.0,ad01716e-2623-4e4b-bcfe-ff91b14b2927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
384db889-77c5-4215-a68d-e726873cf463,0.0,083fcd78-e119-48ec-92c1-604a8645fb7c,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
7e35594a-fb6d-4390-be30-597b69d92060,0.0,a291e7bb-abb2-41c7-abb5-64b370b5c51c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,
893423c6-14fd-4e5e-8fdb-55a1c7377353,0.0,a6c70aaa-c0c0-4548-9583-7cb454a56cdb,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
e7286e0e-aa47-4741-8fbd-31078295cc70,0.0,33ed0695-3eaa-46b5-9edf-29531eb2952d,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
92492271-a880-4208-914a-4a29daccbe68,0.0,97c261d5-5d57-4287-abfd-d200009c1371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
cb6f8177-fb66-4041-9c22-615cd04cfae8,0.0,ddcba12b-1354-40cb-9164-d34884314057,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,,
63ef2195-01ba-476b-95a6-7158752f1927,0.0,8de30c31-9684-405e-ac4f-b8a3db376852,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,
79c2b648-12cf-422f-80a0-2eaeb2f5a38f,0.0,3cacdc43-983d-4119-986a-1587674c025e,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
36f9b2b8-f5de-43ff-bf4f-12d1051ad064,0.0,83aeeb5f-1bfd-4372-b4bf-4d43b87c9601,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,
64bd41aa-0556-4405-b310-ab009b0ee841,0.0,1add98b7-8cca-4c6e-9a8a-a35e3b4e41ec,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,
a5005bf3-86ca-4b23-9083-79dac5d8b1dd,0.0,9cd250f7-f340-4f1b-a8bd-452d2489fdc7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
ac9e73ee-2783-4141-b83f-4dfa1d31bfee,0.0,3ec4f64f-6065-4e19-8b70-031605d30962,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
eee91c48-02e1-4b00-89c7-e1fbe9ad786d,0.0,f2e85f28-1978-481b-a3d4-87259afcde64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
032e2d69-3041-43f5-9c47-5df8cd11b0a7,0.0,86de5080-7da2-4cd1-aac3-d91cf018b910,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
2eb4a42e-44cb-4754-8e14-4a7252561731,0.0,868b221f-aea2-4448-b3e9-1c3e44fff92e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
39b2dea6-2558-4525-85d2-0d4f069338a3,0.0,b6b8e759-b519-43ee-9bdc-bebaa7bef1c8,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,,
5a63873c-d179-478d-9331-1bcb18c34389,0.0,b948ebf2-4ed4-4188-afdd-8d4daf242706,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
5b0ad4a8-9e8a-434f-a12b-ec43c4833e30,0.0,d6bce8f4-f1db-4b8b-8bcf-c12cb7581e81,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
c375b6d9-e0dd-4d30-8da0-756dfe9824b8,0.0,915d00c0-49dc-4036-ac5c-92153e281064,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,
ee5f87fc-0e86-4991-867f-9b4a23333d0b,0.0,1fe108f3-ae4e-4182-b744-b04fe60c2e5c,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,
0fff33b6-f806-4a19-bd16-e2b02edf7873,0.0,1524dcfa-ec35-4518-8373-45b6a1d702c8,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,
134d9c0b-0617-409c-bcb7-1b99035e0407,0.0,9e6a558a-b9ba-49c4-ab9b-a15419070fde,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
24e62b18-8655-4a07-8f07-4dc46afb8605,0.0,04972c65-d348-4b94-b7c4-d22f6ae9578b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
84ef06cc-1e63-445f-8e9c-0ed9274400b2,0.0,c966c188-cb5e-4d6f-9e1a-c6e73f8dfbc5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3e5477c6-f2a4-406a-99a6-bceec4eb1093,0.0,c6dc0911-17ad-48e9-8574-4aa107f434c4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
ffffc9f5-be19-4c5e-83d3-4864286a5d66,0.0,eab9451c-265a-4d83-b539-e782c24bb490,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,,
de409840-ef62-4018-8753-7a91f43fff4f,0.0,2b58e4be-e0f8-492d-9637-6faa0ca4f6fc,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
73a88734-7858-41a8-8fda-f3d6914d07d9,0.0,6107c63a-ce8e-45b0-85ce-638924bd5644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
64742393-0436-42de-9be2-2a8c0151bf3a,0.0,82cb7b2e-bb83-4c43-951a-e977677112e7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
8cb9183e-bf53-4773-b935-f1dbb880c1e9,0.0,b04f1ea2-c615-4947-8641-9dabdf439140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
31a2672f-85df-49f9-9c18-383a044c7de6,0.0,e6adbab2-cc94-4d90-a2ac-4265aec986ef,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,
4418ea76-0bf1-4c9e-aed3-b0651630e39f,0.0,ef71847c-035f-4d12-ae3d-992b05a1402d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
ab0df85e-bbfa-4f01-a90c-8b116a51bbb4,0.0,b29eb1ff-292d-425a-bdca-d017c819f7f8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
5d2ed700-1549-4c05-9e06-e9dc88d5e845,0.0,cce40d2c-4f59-49c1-8be3-5d51b33a6163,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,
fe5fc2b4-9784-474c-a8be-8e5434879c71,0.0,facd8fad-fc62-4519-9751-bbb0d06b01fe,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
ec08950a-823a-4094-b577-e54f724605ff,0.0,59789e1f-5ea2-4b87-901f-fbf69bd59701,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
d8ae022f-c249-4df6-b465-ae19fbdadc86,0.0,70f8f3dd-6351-4c10-98a3-e32e2d28c1f6,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,
23e20043-1bdf-412c-ac2d-c099deadba21,0.0,7a6c2b0c-ae9c-4812-a776-cbadb8750566,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
53e13280-f541-4b63-8dbb-50f6c6a50953,0.0,9dca8f6b-f963-4d79-979b-d468162ed14b,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
43279726-4754-4aaf-9b48-2a9302f9148d,0.0,a848c17e-a4f9-4d91-953f-e3a0442040d1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
0e826f8b-8e2d-43d8-b364-37ff28c6f04c,0.0,5e4d6137-ef10-4c8b-ae38-aeceaa89dc59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
e8b2dcb7-07e6-400d-b271-1f7afdac2d15,0.0,87582c9a-a4ff-4f8a-9c1f-1057c51a24ee,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
2ff32f41-c7fa-48cd-8299-3d837b926ce4,0.0,0749dc1d-64cb-4c59-b900-82481ccb3fc4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
59270c22-5191-46ef-91fa-500b138b92ea,0.0,180f2d7c-ac08-4db1-88a7-ffb8f4d0029d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,
ef368f1e-9168-42a8-835c-6c8a3f80eca8,0.0,5b4b2fef-e480-4c23-aed5-4f5f180e50e1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ea536836-842d-4d10-9c57-7af151ec97f1,0.0,b97c49e9-c8a8-40f6-b7be-5604e201548a,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,
a51219f3-46da-4ed5-8a11-caa68f5ecec8,0.0,93ca1ef7-254a-40f8-b767-aab9beefbfc3,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,
71d0f1b2-358b-4167-85a9-454c121da1a5,0.0,0a0b64ce-badb-49b7-b4e6-2a725d564598,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,,
78930605-bc04-4133-b229-f12c55eb149d,0.0,44f933f3-3089-4df8-b983-489565b2424b,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,
98bdff11-1112-41c4-bd68-fb954299aa3c,0.0,9d834e48-f83d-4419-9899-e4b3b9a3dc69,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,,
2744cf52-3263-4e53-a018-a00488ba869b,0.0,7125c473-2206-4d03-a5ea-920308ad3e68,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,
5c84e3e5-2cdd-436a-910c-d8691fe2c1e7,0.0,d3a1324e-92ef-46d4-bcbe-5a616bfe8cee,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
169476b8-1b13-4a17-aeda-24e8ab41ab2d,0.0,0f579ca8-06f4-427a-ab4d-ae685bc3a473,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,
f5fc6394-8bad-485b-92e4-4d846286e5d0,0.0,90833296-6041-48c9-9837-fe090ff67fde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
d16a528e-85a2-4e62-a1a7-94a494cdf7b5,0.0,e4a67441-49af-40bd-ad4c-df88ba87f85e,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,
cb73ccfc-86a9-49a0-b654-41c657866af9,0.0,31661734-bb83-4bf4-8c68-0b7afd4f8d48,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,
3c5dd826-23d8-40af-93c7-407cbb3dcc79,0.0,781b0d4c-788a-4bcb-8cec-c4384c566b57,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,
2d1b90e6-6903-4778-ad94-4ad573f4a14a,0.0,ad92a845-98eb-4307-b634-0352e47375bb,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,
98f0084f-8e52-4dbf-975f-36402fb52aa2,0.0,875e7d63-8578-4d2e-bffd-3988b3cd2a74,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
46e9d2d0-49d0-4fbd-a61d-aae7bfeee203,0.0,a941296b-15b9-4a8f-8396-088d7bbcd1ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
891c7fff-da51-4130-a589-58c578094ac7,0.0,7e4125a6-b943-4bc7-a8dd-dc3a3127c2b6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
9f9a3f1d-d597-4b0a-9536-5e24e10f6ff8,0.0,8f54c7a5-ef71-44e0-9164-d8207652160d,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
b8f6f47a-14d1-44df-b16d-9950f490676a,0.0,7ed3290f-bf8c-4f62-af6e-0e17a7cfa872,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6d553040-d437-424d-bfb7-00bbd155f099,0.0,637a0365-d079-44f4-aa73-b7c38098d64a,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,
0746f6c0-709c-49bb-955b-f0d178c98cae,0.0,762dc859-113e-4bf3-8c2c-4b5993c6752a,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
b8abb926-d101-46ac-aca0-8cf970f4f101,0.0,f6e11b5c-cf77-4f39-81fa-6d3ff8bd9bdc,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
ab9ccf37-4b3e-4c65-8238-ee5d19fafb34,0.0,63ed555a-f7ec-4101-bf30-8d2463abb1dd,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
f9d051f8-71ea-4cef-9c17-5cb9c481c3a6,0.0,a3a2ec56-acd3-45c6-9340-4dfacf8333cb,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,
