event_identity,pub_identity,event_day,event_detail,event_type
4cf9c3b1-6c1f-4536-9f0c-44d5f5e7db02,c9cb2f10-838b-400b-aaa9-a2a2a4defe64,wednesday,8pm,quiz
023da3e9-b981-4c8b-8b23-ade4e7ae002c,c9f7df01-abab-4555-a88e-26b323912bb7,monday,7.30pm,quiz
245c3829-47f3-4678-88d4-dfdc17903e5c,cd2b49a2-048e-4ce7-abeb-df570f2320ec,thursday,Open mic night,entertain
5f811f80-44cc-4b93-8382-bb028411a506,cd2b49a2-048e-4ce7-abeb-df570f2320ec,wednesday,Comedy or film night,entertain
c7b53e66-8001-4d08-be3b-bb46aadd86ba,cda9928e-ee30-4c1d-a992-327d64725d81,thursday,Open mic night,entertain
53b40c5d-3127-4c67-a661-b848e62e1bb0,cda9928e-ee30-4c1d-a992-327d64725d81,wednesday,Comedy or film night,entertain
a6f2a191-35b5-41d2-a2b3-cb558bf8843a,cf3b7582-9056-4f63-8421-67ff8fc2f156,friday,Karaoke,entertain
a3f771bc-7195-4927-a0b2-b9c9f8141167,d010138e-02c3-492d-ada2-df1478095d2d,monday,,music
cb1e9cc9-9898-40f1-b27e-934399fa05c6,d010138e-02c3-492d-ada2-df1478095d2d,saturday,,music
9de1c105-54f1-4785-b015-e07fc63f5b9d,d010138e-02c3-492d-ada2-df1478095d2d,sunday,,music
46a13187-cc93-4475-a575-bf25afd010df,d010138e-02c3-492d-ada2-df1478095d2d,wednesday,,music
43c48021-aba7-47f5-ab4f-9044faaf615e,d015539a-55fe-480f-b96d-156382cf87b5,friday,DJs,dj
114017ae-bf5c-4633-95a7-ee385b4626d6,d015539a-55fe-480f-b96d-156382cf87b5,saturday,DJs,dj
d8355096-a64a-442d-be42-06342b39288f,d015539a-55fe-480f-b96d-156382cf87b5,tuesday,7.30pm,quiz
039af6d0-26fd-4ac3-affa-25f51916f6c8,d0b56227-3c66-40d6-81d7-aa19c1f50dea,tuesday,8pm,quiz
6d026810-07d2-4f54-bc90-79da2bb4c60e,d146e8d7-4e0f-4814-ac83-2b1b419e9ff6,monday,closed,hours
ee809241-2c72-4dcf-9d1b-5cf673097a92,d146e8d7-4e0f-4814-ac83-2b1b419e9ff6,tuesday,closed,hours
e5bb105c-7e5c-40ce-9253-e3b306eaafba,d146e8d7-4e0f-4814-ac83-2b1b419e9ff6,wednesday,closed,hours
8af91b3e-eadc-46e7-8d90-4d3f2c5e70a4,d16c1055-642f-4853-a97c-5c7ed1baf76b,monday,Live drawing,entertain
baff6d98-65a1-4b4e-9fe6-1a917fbfca8c,d1cab6b6-3c33-4e23-a363-3e0a496ae2cf,monday,closed,hours
7eaea597-142b-4292-86ac-912fe6e665f1,d2197b2d-46ee-44dd-98f8-4ea345880c75,tuesday,7pm,quiz
4af8eec1-25c2-4227-be9b-1394f420f08b,d324bef0-4d75-438b-8a2a-9be977c67942,thursday,Jazz 9.30pm,music
cef2e991-7d94-46e1-ae57-ff53a44d31b8,d324bef0-4d75-438b-8a2a-9be977c67942,wednesday,Jazz 9.30pm,music
1638dcd7-8563-4203-9421-89f773714f26,d32da59a-43c2-4478-a9a0-70e724acc75a,friday,Karaoke hire,entertain
c9cd7e4a-b52e-4b78-a8d2-788b2c07187f,d32da59a-43c2-4478-a9a0-70e724acc75a,saturday,Karaoke hire,entertain
b07096a7-da80-41bc-ba8a-7a8ba83d5031,d345a6b6-b95e-4f35-9cda-66e75badb7a9,friday,,music
05aefeec-431a-49ec-ac75-1e164553e3d6,d345a6b6-b95e-4f35-9cda-66e75badb7a9,monday,Open mic night,entertain
f93d504a-7965-44f1-950f-b0fcfd916604,d345a6b6-b95e-4f35-9cda-66e75badb7a9,saturday,,music
460ba72f-335a-4acf-9fec-d7dca9a7dbc0,d345a6b6-b95e-4f35-9cda-66e75badb7a9,sunday,8.30pm,quiz
017db11f-cea3-488d-8921-627d60caf49a,d345a6b6-b95e-4f35-9cda-66e75badb7a9,thursday,Karaoke,entertain
d9053861-423e-4480-9f1d-9d927213072d,d3b6ad54-f464-4c7c-ad22-703c699ae5ec,tuesday,7.30pm,quiz
1406851d-56de-4bb0-ad72-60dc37ca9bb6,d4ea95cf-e3b8-488f-b3c5-160b4cd5d974,saturday,,music
70b5a7da-c145-4678-a58f-a2fdaf7be301,d5518e94-d024-4dec-a5ae-7ce30ef25743,tuesday,,quiz
6cae0563-5903-4eed-95f0-fb8712e9d5fd,d5ec18cc-ae6f-4138-a904-a0a68b98adf5,thursday,8pm,quiz
205ca3bd-7cc5-4af6-9d4f-69f07938a749,d5ec18cc-ae6f-4138-a904-a0a68b98adf5,tuesday,Drag bingo last tuesday of the month,entertain
59fa0ea5-a55b-4738-9fdc-e6a37cd8d2c7,d604559d-1c53-4314-b5d8-f8d24caf1c9d,sunday,8pm,quiz
f2da3170-3a40-4fd7-82a5-78c9948348db,d6bce8f4-f1db-4b8b-8bcf-c12cb7581e81,monday,Open mic night,entertain
96c7eb8c-a2c3-4d46-9757-fe20f8180f66,d6bce8f4-f1db-4b8b-8bcf-c12cb7581e81,sunday,7.30pm,quiz
d9ec405f-3de9-41cd-b48e-551266f6ae31,d8845018-5e5e-4ad1-8e81-b28760224920,sunday,,quiz
26caa89e-e930-4f0f-86f2-87ddbe7a9c3d,d9eddec9-79ea-451a-8281-2633fa3e0d7f,sunday,7.30pm,quiz
b0bd16cc-41cd-4e30-89e1-16dd186e740e,db9735e9-0aa8-4c6b-9ca7-96843efe0c93,thursday,Karaoke,entertain
f0d02e6b-2ada-4bb3-8b42-78df7c1df931,dbd26126-fc61-4fc9-9b3c-a62dc1032abb,thursday,8pm,quiz
efc1b468-353b-4f79-bde7-2f312c896909,dbd26126-fc61-4fc9-9b3c-a62dc1032abb,tuesday,7.30pm Chess club,entertain
cfa4de44-e4fe-4550-9c90-2ca0310baca1,dc337edd-d2e4-4886-89e7-a34ab1892ab9,sunday,Live jazz,music
5980822d-f585-4e58-a549-23adddd88277,dc337edd-d2e4-4886-89e7-a34ab1892ab9,wednesday,Live jazz,music
e22474cc-42a1-4b71-bfac-496b299f60fa,dd064338-54da-4ff0-a621-4d49728f8236,monday,7.30pm,quiz
3b2157c6-8acf-4f51-aba3-510957b29164,ddcba12b-1354-40cb-9164-d34884314057,tuesday,Life drawing,entertain
7d11d02a-9898-4306-b1c3-e549379d1696,ddcba12b-1354-40cb-9164-d34884314057,wednesday,8pm,quiz
dfd72465-39d9-4006-968c-df4fb847f5e0,df78699d-0f0f-4bef-bbc7-dcbcc926fcc2,tuesday,,quiz
065d4807-4a5d-44b9-917e-59fb0c972f04,e11b2048-5a29-48e1-a059-a87797a18ebc,monday,8pm,quiz
f84d8383-18b7-4870-9ae5-7d6876103b25,e47ad9d4-9124-4218-b2a8-eabf6a8f54d1,monday,closed,hours
ee55210b-5df8-47c9-98e9-8fcb7407b02a,e47ad9d4-9124-4218-b2a8-eabf6a8f54d1,tuesday,closed,hours
3f5248bc-2dcf-4736-ab3a-4a92721329ea,e4a67441-49af-40bd-ad4c-df88ba87f85e,saturday,,music
da9d60fc-2815-49dd-b5ff-965b4daa633d,e4a67441-49af-40bd-ad4c-df88ba87f85e,sunday,,music
1c159df7-91e6-41df-adfe-4e0fda60a389,e4a67441-49af-40bd-ad4c-df88ba87f85e,thursday,Karaoke,entertain
d5269d54-3e49-4222-aeae-ef71afa22924,e5999686-9288-4e72-97ab-e6d40c91d8a8,monday,closed,hours
c1ec6e9c-8ff1-4566-b9ec-a32b8c5e4f02,e742eaeb-ca3a-4b61-bf87-186aec8dd672,monday,closed,hours
3ea51eb7-2885-4245-ad90-4253f5531a9f,e742eaeb-ca3a-4b61-bf87-186aec8dd672,sunday,7.30pm,quiz
5abea0e0-f1f4-464d-8cd5-58d9504f19c0,e742eaeb-ca3a-4b61-bf87-186aec8dd672,thursday,closed,hours
857b90b9-5d24-451d-bed1-84bf76accb79,e742eaeb-ca3a-4b61-bf87-186aec8dd672,tuesday,closed,hours
2573faf6-39c3-40a4-a7f6-9734d3ffe3d8,e742eaeb-ca3a-4b61-bf87-186aec8dd672,wednesday,closed,hours
21e5ece8-0652-4159-9468-90fcbd7c46ac,e8cbe945-648f-4a82-8e4b-8a6eb043af7f,monday,closed,hours
d217d0ec-f703-437a-9c4e-fd77b3a1a15a,e9ec51c9-fd81-4b03-b3b2-0a3b1f16bfc6,tuesday,7pm,quiz
6d5aa07e-bfee-414f-9e84-8799c6c43ea0,eab9451c-265a-4d83-b539-e782c24bb490,thursday,8pm,quiz
5c57d3c4-a855-451c-acf1-6efdd18f2369,eab9451c-265a-4d83-b539-e782c24bb490,tuesday,8pm,quiz
23296c38-0030-4ce4-90ae-8a7bc7663bd1,ecefbb5e-f81c-4380-9c13-97f27c06954e,sunday,7.30pm,quiz
6959ff7b-c82e-4f5a-89db-ada8fbca3017,ed530a98-058f-4b2d-afb1-2adc4916e305,monday,7pm,quiz
7dea36cd-d04f-4837-81a6-e8617de8ff02,ee6111f6-779e-4e3a-b6f8-bbf26d0d53c2,monday,closed,hours
ca4f66c5-2837-4ba2-8dd8-de9dc46db301,ee6111f6-779e-4e3a-b6f8-bbf26d0d53c2,sunday,closed,hours
5f821673-8620-42bc-9623-e5022811025e,ee6111f6-779e-4e3a-b6f8-bbf26d0d53c2,tuesday,closed,hours
afacbf57-d7cd-4be6-9d88-97cddd30043a,eeb52bb4-449c-4b35-b25e-c9ff9795e4f0,monday,quiz,quiz
ae9bd648-26f6-4173-8fa1-6fd965f95b01,eeb52bb4-449c-4b35-b25e-c9ff9795e4f0,thursday,Open mic nights 1st of the month,entertain
3a5825c5-349d-4c5c-9b53-5890173188cd,eef15e99-0ec1-4296-85b6-530d218819d5,friday,DJs,dj
3d5d7e6d-fcb8-47ba-98db-e0e2c8ecbf74,eef15e99-0ec1-4296-85b6-530d218819d5,monday,7pm,quiz
dd5a8ada-b05b-4e5c-9d4b-380033df1bd5,eef15e99-0ec1-4296-85b6-530d218819d5,saturday,DJs,dj
640ac0e0-eb50-406e-9dcb-3e9866ac2e1e,eef15e99-0ec1-4296-85b6-530d218819d5,thursday,,music
fb000b11-9ace-44e3-bcd2-bbe38cb415d1,f203b61c-9fbe-4ec0-ad8f-aed1da80d216,saturday,1pm Bingo brunch,entertain
09a50e23-4a5f-4f86-9d71-211a1aaa5de7,f2a37e3c-43fc-4c7f-b62e-fa7e491f1625,monday,quiz bingo,entertain
354ebb34-c7aa-4b97-8bda-61c24d20e60a,f2a37e3c-43fc-4c7f-b62e-fa7e491f1625,tuesday,Live jazz,music
af4cdcca-05d9-4e2b-84dc-5acce4c6fd05,f2fad9c5-2686-483e-83f1-977936d31f39,thursday,8pm,quiz
27f6e1d1-aa62-436e-a3b9-3fc38290d665,f5e951e4-ab9a-4e8e-926e-94d26bcdc5cf,saturday,closed,hours
1f44990f-aad5-4d88-804b-24734b55392e,f5e951e4-ab9a-4e8e-926e-94d26bcdc5cf,sunday,closed,hours
107f1a5e-5d9a-4a01-a9cb-d692625fc7f8,f6d03468-da16-4961-b622-f907e1958ded,tuesday,8pm,quiz
641360b9-9602-49af-b5b7-55d9c73cf5bb,f6e11b5c-cf77-4f39-81fa-6d3ff8bd9bdc,friday,Comedy,entertain
1ac61ddf-3d23-4c09-816b-6210271a36a0,f6e11b5c-cf77-4f39-81fa-6d3ff8bd9bdc,monday,Ukulele 1st monday of the month,music
8cde118c-cd2d-4c3c-888a-18a0df873310,f6e11b5c-cf77-4f39-81fa-6d3ff8bd9bdc,thursday,8pm,quiz
058ba43d-36eb-452b-8fec-58dc6f91460d,f739b77a-f490-46b9-8809-10b986844d8f,thursday,every 2nd of the month,entertain
41008cec-1998-484d-81dd-c8abeba4d339,f739b77a-f490-46b9-8809-10b986844d8f,wednesday,7.30pm,quiz
4a96d485-57dd-43ab-9174-015621bbef69,f74c12e3-3d4d-43c8-89a7-57431146438d,friday,Open mic night,entertain
3f6e8c3b-31b4-4451-be0d-21a060fe2a98,f74c12e3-3d4d-43c8-89a7-57431146438d,sunday,Sing-a-long,entertain
0d4f797b-9297-4523-8216-971e0d4c1c35,f7c8fe0f-e105-4225-830b-18b9c049b030,saturday,closed,hours
5ac795dd-e0d0-4639-8447-3224369d6390,f7c8fe0f-e105-4225-830b-18b9c049b030,sunday,closed,hours
e5471b7f-3f19-434d-b749-6cedb447afc2,f86ba14f-22b0-4492-9aa4-6234cced8e8a,friday,,music
28f0e05e-585e-4cd7-b3a1-f0937c917292,f86ba14f-22b0-4492-9aa4-6234cced8e8a,tuesday,1st of the month,quiz
3dff771d-2d85-4a1f-a0dd-2201369ff577,f90e7e08-a44f-48d4-ba4b-e71c2e42beb4,monday,closed,hours
0ef1ea1c-2a52-425f-be85-792290dada1a,f90e7e08-a44f-48d4-ba4b-e71c2e42beb4,sunday,closed,hours
f9d03cea-f2b4-4d63-a940-e3d617805893,f90e7e08-a44f-48d4-ba4b-e71c2e42beb4,tuesday,closed,hours
a9766ef3-1aff-44f5-8f49-c341f3cc0e08,fa24fedf-0c19-4e57-8870-90101bc42aa1,monday,closed,hours
80c7de42-fecf-4955-a962-2e9f6595adc2,fa24fedf-0c19-4e57-8870-90101bc42aa1,thursday,closed,hours
fb4fd049-3761-4f6a-abec-1a9eaed769b2,fa24fedf-0c19-4e57-8870-90101bc42aa1,tuesday,closed,hours
9f1e8cd2-9513-4f06-af92-f44a2c7c6c4e,fa24fedf-0c19-4e57-8870-90101bc42aa1,wednesday,closed,hours
1546b34e-c968-4fcf-9fb2-a6b898e738ab,fb633682-9d29-47d1-81cd-a1848becebb0,monday,7.30pm every other,quiz
4b6def54-9c08-4a2e-be99-b5e5ec76f5f1,fb633682-9d29-47d1-81cd-a1848becebb0,thursday,Live jazz music last of the month,music
690aacbd-51d4-4270-8e17-5b15f74a00e2,fbfe14ab-a48b-424f-b09d-6c1478f0edcb,thursday,Race night,entertain
d05d3ebc-6d86-415f-8e00-98452d18caf7,fbfe14ab-a48b-424f-b09d-6c1478f0edcb,tuesday,,quiz
94ccdd8b-9468-4557-8eb3-e272f6251e9f,fbfe14ab-a48b-424f-b09d-6c1478f0edcb,wednesday,Karaoke,entertain
3cf034aa-36e1-44b5-8ab2-bf1fae8496e2,fc458d09-1661-41da-bad9-867e49c720ce,sunday,7pm,quiz
2ec7d47c-5c21-471e-9021-27e7f4c38135,ff1be3fe-9942-441e-a9e3-f329d0b65eb2,monday,8pm,quiz
2f6e65bc-5e48-4cf9-a59e-5252864c63b2,2feac08a-c2fd-44a2-a9bb-51e86a61a458,monday,Karaoke,entertain
30335777-c081-4fcc-bef0-09f50dcdc341,2feac08a-c2fd-44a2-a9bb-51e86a61a458,tuesday,Karaoke,entertain
f710b7ee-9d19-4aaa-ad9d-372b9912b578,2feac08a-c2fd-44a2-a9bb-51e86a61a458,wednesday,Karaoke,entertain
f04598dc-532e-4b50-ac1b-c315afab3440,2feac08a-c2fd-44a2-a9bb-51e86a61a458,thursday,Karaoke,entertain
0c3b9353-259e-485f-ad75-8febb43efbaf,2feac08a-c2fd-44a2-a9bb-51e86a61a458,friday,Karaoke,entertain
5786d5e5-5673-437d-b504-efc2481c4454,2feac08a-c2fd-44a2-a9bb-51e86a61a458,saturday,Karaoke,entertain
85c12368-70b1-49e1-9eef-a5876704eeab,2feac08a-c2fd-44a2-a9bb-51e86a61a458,sunday,Closed,hours
3b05d656-fae3-4303-8527-b3068b197f57,bed093a8-e23d-4839-8b2f-56a019fdbf5d,sunday,Closed,hours
28b78760-8779-406a-818c-1d740d759736,299bdbfe-1c66-45ad-beb8-26938b81ba7d,saturday,Closed,hours
d5145a80-f179-4224-8602-563664e38bb5,299bdbfe-1c66-45ad-beb8-26938b81ba7d,sunday,Closed,hours
70ceebae-4876-4a01-ae4b-6a279e75bcf2,97e8d07b-3b68-4ffc-a2a2-6342d316341b,monday,Closed,hours
3274bae0-5b81-4a51-9b7d-fbea3c98f6dc,97e8d07b-3b68-4ffc-a2a2-6342d316341b,tuesday,Closed,hours
aefafac7-737d-4778-899e-b1a6e9b93727,97e8d07b-3b68-4ffc-a2a2-6342d316341b,wednesday,9pm-11.30pm,music
bce45937-fae6-4537-912b-6ead00a3000d,97e8d07b-3b68-4ffc-a2a2-6342d316341b,thursday,9pm-11.30pm,music
25e7d404-bd34-4c62-8515-278439c36f23,97e8d07b-3b68-4ffc-a2a2-6342d316341b,friday,9pm-11.30pm,music
c11c0c16-75ec-45b0-a0f2-46065f963039,97e8d07b-3b68-4ffc-a2a2-6342d316341b,saturday,9pm-11.30pm,hours
ac4cdc10-81a0-42ed-9863-67d7611406af,97e8d07b-3b68-4ffc-a2a2-6342d316341b,sunday,Closed,hours
f56da963-845f-4f20-a1b0-40349613e3e4,16fa1ee3-3a28-4089-9866-030a4bcf87f1,monday,,
22f0e1a1-d124-482f-bec8-e982272ab8e9,16fa1ee3-3a28-4089-9866-030a4bcf87f1,tuesday,,
db6a88e7-5185-418f-87c4-51a7dcaa9d33,16fa1ee3-3a28-4089-9866-030a4bcf87f1,wednesday,,
b4ef78c0-5b73-4f18-9deb-b6cc0ec9898e,16fa1ee3-3a28-4089-9866-030a4bcf87f1,thursday,,
623aadcc-8a37-428f-b80b-f7b073826f86,16fa1ee3-3a28-4089-9866-030a4bcf87f1,friday,,
e21b3b09-3024-41f0-90b0-d127aa4ad71d,16fa1ee3-3a28-4089-9866-030a4bcf87f1,saturday,1pm-3pm,brunch
bf2a5d83-b0e3-49de-8a72-f62700422c6a,4e9ca3e2-09e3-4284-8bf8-db71b3bb3da0,monday,Closed,hours
0d1d45f4-fd49-4e79-a5e5-111e47a412c2,4e9ca3e2-09e3-4284-8bf8-db71b3bb3da0,saturday,Oompah band,music
5dc455a9-e731-44a3-b817-dd49be847f81,4e9ca3e2-09e3-4284-8bf8-db71b3bb3da0,sunday,Closed,hours
22c9b7d3-6466-44c0-bfa3-0b0549a5cfd3,6f3cb94f-43fb-4e18-8c3c-b9e5137057e3,saturday,1pm - 5:30pm,brunch
6484023f-1975-42ef-9a81-070659847364,0170f375-7864-41b7-847b-fac53c964f62,monday,noon-4pm,brunch
ee60f291-6268-4bd6-a67e-7da380a807b3,0170f375-7864-41b7-847b-fac53c964f62,tuesday,noon-4pm,brunch
3f9c6ff8-779e-4c14-95ee-b9f1db8ceb48,0170f375-7864-41b7-847b-fac53c964f62,wednesday,noon-4pm,brunch
b934cfd6-704a-444b-a1c0-55f90e975716,0170f375-7864-41b7-847b-fac53c964f62,thursday,noon-4pm,brunch
a176576c-3481-4e87-b9ec-84f9a34e0a42,0170f375-7864-41b7-847b-fac53c964f62,friday,noon-4pm,brunch
1cf94a7b-a28d-42bd-be3a-4bea549825cd,0170f375-7864-41b7-847b-fac53c964f62,saturday,noon-4pm,brunch
1fa9190c-2957-40ce-a9dd-e7a99f7d080a,0170f375-7864-41b7-847b-fac53c964f62,sunday, noon-4pm,brunch
7d44f9ba-4135-4499-a039-d67b0fa2f699,039c8d15-0aeb-458d-83e1-d6028481601a,saturday,12.30pm-2.30pm,brunch
7e5dd521-f4ea-40c7-9658-adf3515be463,85a4348f-fe66-4e94-a342-963f1ee8141d,monday,7pm Live Jazz ,music
e4c18b8e-0635-4d27-9e82-57cb1078b41c,85a4348f-fe66-4e94-a342-963f1ee8141d,tuesday,7pm,quiz
2ffea52f-308d-40c5-885c-ae7e6cc55495,85a4348f-fe66-4e94-a342-963f1ee8141d,wednesday,Live Jazz,music
fe1f9afe-73b5-4f1f-bba7-dfbd7a34710a,85a4348f-fe66-4e94-a342-963f1ee8141d,thursday,6pm,music
991ecb63-4af3-4672-aefd-065b4f0039b5,85a4348f-fe66-4e94-a342-963f1ee8141d,friday,7pm,music
76db91d2-cc9a-44d0-b6dd-bd52951618d5,85a4348f-fe66-4e94-a342-963f1ee8141d,saturday,1pm - 4pm Funky soul,music
5316fa75-60c9-4eac-998b-cfccf3838e6f,85a4348f-fe66-4e94-a342-963f1ee8141d,sunday,2pm - 5pm Jazz,music
763c1dff-57b5-41c7-9b9b-f6a065193ffe,20a49b52-b5b6-48ca-8ff2-be44ea6be64c,monday,Closed,hours
bfb13846-6449-4708-a371-d6bbb4245451,20a49b52-b5b6-48ca-8ff2-be44ea6be64c,tuesday,9pm-1.30am,music
1a3df2c4-7a0b-4193-b852-a0c94144a105,20a49b52-b5b6-48ca-8ff2-be44ea6be64c,wednesday,9pm-1.30am,music
e9b2c7e8-39af-49c6-8734-fdad8bd95a65,20a49b52-b5b6-48ca-8ff2-be44ea6be64c,thursday,9pm-1.30am,music
7cf1cdf0-8db6-422f-9c79-53664a323061,20a49b52-b5b6-48ca-8ff2-be44ea6be64c,friday,10.30pm-2.30am,music
9a34b8c6-5ec1-43c0-a181-1243c8db796e,20a49b52-b5b6-48ca-8ff2-be44ea6be64c,saturday,10.30pm-2.30am,music
edfbf23c-65ce-4e00-b518-8fdf40fd9738,20a49b52-b5b6-48ca-8ff2-be44ea6be64c,sunday,Closed,hours
ecd5d075-a675-4ddc-83e4-be03886a5e4c,c8a5f8ad-23ce-43cd-b1a8-ed0a70d858fd,wednesday,9pm,dj
79a44dd5-f85d-490e-a87a-c62c25660202,c8a5f8ad-23ce-43cd-b1a8-ed0a70d858fd,thursday,9pm,dj
2870b82a-9d03-4b20-9c86-ed20da1cf778,c8a5f8ad-23ce-43cd-b1a8-ed0a70d858fd,friday,9pm,dj
b6c3995e-29a3-4db5-8679-1191389a83b7,c8a5f8ad-23ce-43cd-b1a8-ed0a70d858fd,saturday,9pm,dj
1a8ad4f6-3920-4dca-be77-2d2e60b532c5,3880d37b-1e71-490f-873d-bf5833afe0b0,monday,Closed,hours
a7ad409e-1c12-4f98-9f1a-fc8391e94618,3880d37b-1e71-490f-873d-bf5833afe0b0,wednesday,Comedy,entertain
666ffe3a-a778-458f-8293-197bed3e3d7b,3880d37b-1e71-490f-873d-bf5833afe0b0,sunday,Closed,hours
d678abae-76b7-476f-a860-42c207de47ce,ef742613-d249-4e01-ab42-b7af40eaedb9,monday,Jazz,music
9c19b86d-2067-4b3e-b58a-bd018458ee1e,ef742613-d249-4e01-ab42-b7af40eaedb9,tuesday,Jazz,music
513fabd7-52e8-4606-b51d-093530c5541b,ef742613-d249-4e01-ab42-b7af40eaedb9,wednesday,Jazz,music
21275587-618b-4e82-9c59-572b4068b794,ef742613-d249-4e01-ab42-b7af40eaedb9,thursday,Jazz,music
5db94c8c-4b0d-4611-861e-68cea45c2e5e,ef742613-d249-4e01-ab42-b7af40eaedb9,friday,Jazz,music
e5a6ea04-139e-4f54-b942-9ba722a8cbe2,ef742613-d249-4e01-ab42-b7af40eaedb9,saturday,Jazz,music
8b4fab90-4c01-4ffc-a085-6191d228091f,ef742613-d249-4e01-ab42-b7af40eaedb9,sunday,Jazz,music
2bb2b917-5ff8-4413-a761-213620a8e5dd,6854afa6-5c72-434c-8192-ce7ed796352e,wednesday,Evening of magic,entertain
90cc6867-a403-4718-8bc7-70df7f4e6359,6854afa6-5c72-434c-8192-ce7ed796352e,thursday,8pm Singalong,entertain
8511f2b3-4a1a-456e-b1b8-8c78ff9c37d2,6854afa6-5c72-434c-8192-ce7ed796352e,friday,10pm DJs,dj
52df48c8-2e73-4f45-9a49-9d8db11a32a1,6854afa6-5c72-434c-8192-ce7ed796352e,saturday,12noon live music,music
8772d7fb-f07e-4ac6-b372-6cc78c3d333f,6854afa6-5c72-434c-8192-ce7ed796352e,sunday,7pm live music,music
a2149e57-d64d-4047-baa7-36af5902f28b,515b0be2-21fb-49f6-b1bf-1d37ba802d30,sunday,Closed,hours
d6ab6e62-0072-4e4a-b3da-3adb9c972f9c,a73c78ca-808d-43e2-86c5-dcbd81a7a06b,wednesday,9pm-1am Karaoke,entertain
41a0bea2-5920-48a7-912d-4a36d466aec3,b4ebb610-c3dd-49a4-bc22-9da8da88991f,monday,Cabaret,entertain
d7dab51a-2bdb-46c3-b7c4-69bd66a5166d,b4ebb610-c3dd-49a4-bc22-9da8da88991f,tuesday,Cabaret,entertain
4ea0107c-d733-4602-b056-164eac91882f,b4ebb610-c3dd-49a4-bc22-9da8da88991f,wednesday,Cabaret,entertain
45254c42-9cf0-4e5c-8896-32dd29b5744e,c8edfe6a-386d-4074-a381-3fcbadf9377a,tuesday,6pm-8pm Live music,music
299682aa-7e29-4106-9108-50ef2eab6d91,eccdb9d0-eddb-455c-a4e7-9d2a22c612b8,monday,Club night,dj
2ca6bb7e-b20d-4391-be73-e36284acaa35,eccdb9d0-eddb-455c-a4e7-9d2a22c612b8,tuesday,Club night,dj
93d605a6-cfd6-4625-95b8-c6eb8c97708a,eccdb9d0-eddb-455c-a4e7-9d2a22c612b8,wednesday,Club night,dj
fc7beb12-a74c-45a8-b38f-4fb4485257ae,eccdb9d0-eddb-455c-a4e7-9d2a22c612b8,thursday,Club night,dj
5dde7faf-b6e3-4b97-9299-29473c3dbb11,eccdb9d0-eddb-455c-a4e7-9d2a22c612b8,friday,Club night,dj
c57a2e71-5d86-4c10-9731-47c8139c8fbc,eccdb9d0-eddb-455c-a4e7-9d2a22c612b8,saturday,Club night,dj
9c27d564-4c2c-4f0f-a33a-855f8ad5e53d,8b5025cb-a6c5-4877-8f4b-21342eba8d15,monday,Closed,hours
0cf2cf72-3d6c-498b-bbad-d26f119cfa1c,8b5025cb-a6c5-4877-8f4b-21342eba8d15,tuesday,Closed,hours
cb45ac7a-f606-4a51-b25a-d9ce96f7c5bc,8b5025cb-a6c5-4877-8f4b-21342eba8d15,wednesday,Closed,hours
15933c06-130f-4c26-95ef-46075837beb7,8b5025cb-a6c5-4877-8f4b-21342eba8d15,thursday,Closed,hours
6ee6faef-4366-4a1f-a656-dc38a7efad0e,8b5025cb-a6c5-4877-8f4b-21342eba8d15,friday,Karaoke,entertain
d4a2f2f7-d5c1-4163-b190-baf095d684f9,8b5025cb-a6c5-4877-8f4b-21342eba8d15,saturday,Karaoke,entertain
292633db-dbc5-4540-b084-557d3375bea8,8b5025cb-a6c5-4877-8f4b-21342eba8d15,sunday,Closed,hours
b00362c8-499b-470d-8984-cf8ad2677819,d630908a-0f94-4367-b7fb-1f8ef81525cb,tuesday,Closed,hours
fb6cc39b-7ee1-4fb9-b590-e05cb702d8d3,d630908a-0f94-4367-b7fb-1f8ef81525cb,wednesday,Karaoke,entertain
b5bb3ab2-8e15-474e-bd76-fcb57bc34819,d630908a-0f94-4367-b7fb-1f8ef81525cb,thursday,DJs,dj
07ba8b9c-6053-4edb-a6fe-60cb93232c01,d630908a-0f94-4367-b7fb-1f8ef81525cb,saturday,9pm-1am DJs,dj
97d7a85d-8cbd-4ce7-8483-6e06814445eb,d630908a-0f94-4367-b7fb-1f8ef81525cb,sunday,9pm-1am DJs,dj
a8f138b5-3239-4667-9507-4a62f2b5c4ef,8399903a-cb4d-4cd5-8de7-3557467f78ed,sunday,Closed,hours
30cca449-42d4-489b-9b2d-9b1f234fd8d9,43f76889-2492-4bcc-9340-ebfa8b6b8738,wednesday,Singalong,entertain
b6d981ee-cc69-4740-a89c-fc379e1ded6a,43f76889-2492-4bcc-9340-ebfa8b6b8738,saturday,Singalong,entertain
e04245b9-381a-41f2-89c1-d6747bfa9095,feed57a8-f81a-4489-b3db-014ba2652642,monday,Closed,hours
e76741e5-1ce9-4729-a45e-7d4cfc3d0686,feed57a8-f81a-4489-b3db-014ba2652642,saturday,Closed,hours
b8b8767f-ce9f-4ba3-be64-bee94d000153,feed57a8-f81a-4489-b3db-014ba2652642,sunday,Closed,hours
5986921b-a68a-458d-85fc-6384f38ff828,dbef1e36-fa59-4189-88b5-528d514a616c,saturday,3pm onwards,dj
ba77b7e2-6176-4ec8-8f63-2d99f83f3f69,dbef1e36-fa59-4189-88b5-528d514a616c,sunday,Closed,hours
