pub_identity,monday,tuesday,wednesday,thursday,friday,saturday,sunday
5872f0ee-2ff1-41b5-bacd-7779d34bbb7c,no events,no events,no events,no events,no events,no events,no events
58d0c171-def5-4abf-8ae8-8d6b8dbea0de,no events,Quiz 8pm,no events,no events,no events,no events,no events
591155df-2fa3-45a7-844b-4272d229baa3,TBC,TBC,TBC,TBC,TBC,TBC,TBC
5940cff1-e2c4-40c8-9653-d01417856d82,no events,no events,no events,no events,no events,no events,no events
5950c892-4752-45e5-b553-a61967bac1ab,no events,no events,no events,no events,no events,no events,no events
596663de-c258-469b-a183-99d517ea29af,no events,no events,no events,no events,no events,no events,no events
59789e1f-5ea2-4b87-901f-fbf69bd59701,no events,no events,no events,no events,no events,no events,4.30pm Live music
5979a4f9-53f0-4398-b73f-3c6d2ace96e4,no events,no events,no events,no events,no events,no events,no events
59b1023e-1eb6-453e-8036-668749bbf31a,no events,no events,Quiz 7.30pm,no events,no events,no events,no events
5a3094e9-5f78-4caa-bc21-23cefc0d0afe,Karaoke 6pm,no events,Karaoke 6pm,no events,no events,no events,no events
5a5374a7-d466-45ef-86bc-efe0458af6ea,Live music,Live music,no events,no events,no events,Live music,Live music
5a95a497-6a8a-4c1c-99bc-92d74e20921f,no events,no events,no events,no events,no events,no events,no events
5b4b2fef-e480-4c23-aed5-4f5f180e50e1,no events,no events,no events,no events,no events,no events,no events
5b901c7f-6de6-4051-897b-d2366f5d92a6,Quiz 7.30pm,Quiz 8pm,no events,no events,no events,no events,no events
5bed5842-4c53-4d3e-9d25-470516b5436c,no events,Quiz 8pm,no events,no events,no events,no events,no events
5bfcd9d2-d3b3-4a4e-8854-f47050e0049d,no events,no events,no events,no events,no events,no events,no events
5c79ee71-6991-4aee-8e50-904de5486a4b,Quiz 8pm,no events,no events,no events,no events,no events,no events
5c966e30-cbd2-43c7-828d-7b4540dac274,no events,no events,no events,no events,no events,no events,no events
5cffa610-605f-4308-a3af-4026fb1b6898,no events,no events,no events,no events,no events,no events,no events
5d96f568-3e37-48b6-8260-670cb82e6eb2,no events,no events,no events,no events,no events,no events,no events
5e4874a1-4ac4-426d-92da-51c761d527cb,no events,no events,no events,no events,no events,no events,no events
5e4d6137-ef10-4c8b-ae38-aeceaa89dc59,no events,no events,no events,no events,no events,no events,no events
5e6c0404-de66-4167-8f0c-63779e77f5e6,no events,no events,no events,no events,no events,no events,no events
5e775625-fe5c-49b8-9648-d9f7929eb241,no events,no events,no events,no events,no events,no events,7pm quiz
5ecb233a-4a34-4013-ba6b-be9131cf4587,no events,no events,no events,no events,no events,no events,no events
5f107b8f-94d2-4c95-b3e6-3a4bcc5183a9,Comedy,Comedy,Comedy,Comedy,Comedy,Comedy,no events
5f2a04c4-4825-44b1-a0f6-fdd99fed8df2,no events,no events,no events,no events,no events,no events,no events
5f52213e-c6e9-4aac-a691-17c4c582d321,no events,no events,no events,no events,no events,no events,no events
5f811181-8213-427d-ae8a-8da9bc3beb48,no events,no events,no events,no events,no events,no events,no events
6107c63a-ce8e-45b0-85ce-638924bd5644,no events,no events,no events,no events,no events,no events,no events
610d6a7a-b922-4a4a-9302-6cdd869ce4f5,no events,no events,no events,no events,no events,no events,no events
612c6de0-6dff-47d5-9956-69173db4e230,no events,no events,no events,no events,no events,no events,no events
614ce062-e09d-460a-914c-052afb1ac6c7,no events,no events,no events,no events,no events,no events,no events
627185f0-212d-43d6-ad3c-8d0f1a5e6108,Quiz 7.45pm,no events,Quiz 8pm,no events,Live music 9pm,no events,no events
6275c23f-0325-4e4b-a505-c0ac90bdf364,no events,no events,no events,no events,no events,no events,no events
62d2a587-2e8c-41e0-8e7d-90737363d45e,Quiz 7.45pm,no events,no events,no events,no events,no events,no events
62d723d6-d338-406e-a1fa-cca2747ba338,no events,no events,no events,no events,no events,no events,no events
6324ea6d-4ca5-40e2-abc7-009cbf4f1a9e,no events,no events,no events,no events,no events,no events,no events
6338abc5-9a97-40c8-9e13-b7de1a2c5852,no events,no events,Quiz 8pm,no events,no events,no events,no events
637a0365-d079-44f4-aa73-b7c38098d64a,no events,no events,no events,no events,Live music,no events,no events
63db9012-b8c4-42e1-8d9b-20a6784a5bcc,no events,no events,no events,no events,no events,no events,no events
63ed555a-f7ec-4101-bf30-8d2463abb1dd,no events,no events,no events,no events,no events,no events,no events
643295da-0a57-457d-a6b5-84b4248020cd,no events,no events,no events,no events,no events,no events,no events
64665ab3-1572-4051-826b-20503fcaa085,no events,no events,no events,no events,no events,no events,no events
649863b1-2207-4d30-b4ac-c4b6ed484d62,no events,no events,no events,no events,no events,no events,no events
64a3a706-c4b2-4a1c-81fe-278ddc1fb014,no events,no events,no events,no events,no events,no events,no events
662486bd-2954-486f-8cb3-d23dce0357ab,no events,no events,no events,no events,no events,no events,no events
665a7faf-e518-4918-bdce-acb10e79dcf0,no events,no events,no events,no events,no events,no events,no events
666a1b60-9c50-4f86-b3c6-bcba1d6bf7ff,no events,no events,no events,no events,no events,no events,no events
66734d9a-3068-45b3-bf5a-b81cc4fc86fd,no events,no events,no events,no events,no events,no events,no events
66c1f5c4-262a-458e-9a81-c5105091da24,no events,no events,no events,no events,no events,no events,no events
66cd6c07-45d5-4a4a-b7fe-a171f5c6f3d1,Closed,no events,no events,no events,no events,no events,no events
6837ba08-86b6-425e-9056-45c7ae80b59c,no events,no events,no events,no events,no events,no events,no events
6965daa1-882e-4361-8965-276a02cdd614,Quiz,no events,no events,no events,no events,no events,no events
699c86a7-cbbe-46e8-812f-57e9ea7822ee,no events,no events,no events,no events,no events,no events,no events
6a3869ac-c7b9-4b0e-8f34-a8ea858a452c,no events,no events,no events,no events,no events,no events,no events
6a7cf78e-1877-47ec-87bf-a4e84423c763,no events,no events,no events,no events,no events,no events,no events
6ac5780f-598c-48e6-9684-b2504c81312f,no events,no events,no events,no events,no events,no events,no events
6b057b63-eb50-45f9-92cf-e8be7e1a1933,no events,no events,no events,no events,no events,no events,no events
6b75d781-b8c3-490d-b586-116dd69cad7c,Quiz 8pm,no events,Live music,Live music,Live music,Live music,no events
6be8ff21-edc3-4956-a1d7-cc2f1fa14be1,no events,no events,no events,no events,no events,no events,no events
6ce3e404-091d-4e74-82cc-4649ed2c567e,no events,no events,no events,no events,no events,no events,no events
6d6a1450-94bb-43fe-9ba1-d517bc6f8f3e,no events,no events,no events,no events,no events,no events,Closed
6d740ea5-b888-4fb3-b25f-6cb36ea57a01,no events,no events,no events,no events,no events,no events,no events
6ddca2bf-663f-49bd-8a02-b21e9b7d192c,no events,no events,no events,no events,Live music,no events,no events
6f052687-67ef-4ad9-8c6d-fe45670e166f,no events,no events,no events,no events,Live music,no events,no events
6fe92b26-ef10-4919-bcff-4e47c5cf763c,no events,no events,no events,no events,no events,no events,no events
7027ed4a-f38c-4d5f-9049-468f2bb12324,no events,no events,no events,no events,no events,no events,no events
70347840-2dff-4d32-a47f-8fb63742607a,no events,no events,no events,no events,no events,no events,no events
70382534-b8b7-4272-8471-32f7d6300b15,no events,no events,no events,no events,Live music,Live music,no events
70584e25-7556-4d3d-9c74-331460dde1e8,no events,no events,no events,no events,no events,no events,no events
7092252a-1dbb-435b-a339-aff889c58267,no events,no events,no events,no events,no events,no events,no events
70f8f3dd-6351-4c10-98a3-e32e2d28c1f6,Closed,Closed,no events,no events,no events,no events,Closed
7125c473-2206-4d03-a5ea-920308ad3e68,no events,no events,no events,no events,no events,no events,no events
72debb8c-1ea0-453a-a93e-e127a262ea06,no events,no events,Quiz 7pm,no events,no events,no events,no events
72f45121-bf7c-4972-b941-7ccdaa076356,no events,no events,no events,no events,no events,no events,no events
735704b6-f5af-4d0c-a9d3-b670fe3c7f1a,no events,no events,Quiz 7.30pm,no events,no events,no events,no events
7370b248-0ad7-4010-979f-a740c898f0c6,no events,no events,no events,no events,no events,no events,no events
7394702a-c9d9-4e58-9a9c-7d2d5f06c083,no events,no events,no events,no events,no events,no events,no events
7397e397-0fb2-4dc9-a13e-0e009a3c758a,no events,no events,no events,no events,no events,no events,no events
740a2044-a117-4a58-96a4-6861ab0fc8aa,no events,no events,Live music,Live music,no events,Live music,Live music
74545130-94c7-4049-92bd-86ffd7cab6cb,Quiz,no events,no events,no events,no events,no events,no events
745707c2-e7a4-4b33-9f7a-f6dfc2d6a221,no events,no events,Live jazz,no events,no events,no events,Live music
74b09557-7f64-4357-b20b-70869e7bb253,no events,no events,no events,no events,no events,no events,no events
74bdbecd-70a9-4a81-88e3-dc98da654833,no events,no events,no events,no events,no events,no events,no events
750ef292-6c3d-4163-a41a-afa50ff3bc3c,no events,no events,no events,no events,no events,no events,no events
7515fd4f-80d9-4d0f-80d9-6dce3911972b,no events,no events,no events,no events,no events,no events,no events
753df00b-babe-4873-a8f2-8f4cd8e02749,no events,no events,no events,Live music,Live music,Live music,no events
754227fd-d267-4750-a6f8-59914f8d95fd,no events,no events,no events,no events,no events,no events,no events
75965700-9d04-4f07-a637-abfdbb49266b,Closed,no events,no events,no events,no events,no events,no events
75ff695e-964e-4d8a-bdb5-fbc0a6c5e540,no events,no events,no events,no events,no events,no events,no events
76282d16-e2c6-40c8-96d1-92b81da07619,no events,no events,no events,Comedy,no events,no events,Live jazz
762dc859-113e-4bf3-8c2c-4b5993c6752a,no events,no events,no events,no events,no events,no events,no events
7685a7db-c6df-4182-a3c1-c86e94bb099b,no events,no events,no events,no events,no events,no events,no events
76fc0c90-f865-4cfe-bebe-21fa53717704,Closed,Closed,Closed,Closed,no events,no events,Closed
77b9faed-deb3-45be-b880-9d6ca3727a53,no events,Quiz 7.30pm,no events,no events,no events,no events,no events
77e33190-8e85-464c-8b0a-c0e4412ca130,no events,no events,no events,no events,no events,no events,no events
780320eb-cec1-4f3c-a538-c357426b7aa3,no events,no events,no events,no events,no events,no events,no events
781b0d4c-788a-4bcb-8cec-c4384c566b57,8pm quiz,no events,no events,no events,no events,Live music,Live music
78295944-cac8-4b2c-b9cb-0a439fef22b2,Comedy 7pm,Quiz,no events,no events,Live music,no events,no events
7845221c-b025-44fd-a07c-894ef7c42cf2,no events,no events,no events,no events,no events,no events,no events
78684f18-9f18-40ec-8737-2c89671fd73a,no events,no events,no events,no events,no events,no events,Closed
78a786cb-976f-421b-8fc5-101cd371de99,no events,no events,no events,no events,no events,no events,no events
78b09dc3-44c8-4c17-976b-239bc2a6225f,no events,no events,no events,no events,no events,no events,no events
79221a90-d83b-4f07-b756-a493b4801e40,no events,no events,no events,no events,no events,no events,no events
7a07787b-e8a8-45ac-9b8b-700328ccd167,no events,no events,no events,no events,no events,no events,no events
7a26311d-8b44-4e46-8394-648dd973f574,no events,no events,no events,no events,no events,no events,no events
7a2f2062-ba1c-4d26-94db-a019a562211d,no events,no events,no events,no events,no events,no events,no events
7a6c2b0c-ae9c-4812-a776-cbadb8750566,no events,no events,no events,no events,no events,no events,no events
7ac26e9b-a9c7-44db-ad5c-3a08f45f50ca,no events,Quiz 7pm,no events,Quiz 8pm,no events,no events,no events
7b15a256-3742-43ad-94d9-b41f98266050,no events,no events,no events,no events,no events,no events,no events
7b3bfade-28f1-4919-84c3-446c6da70ba6,Live piano,no events,Live piano,no events,no events,no events,no events
7b9c9688-ba56-4cd6-a084-2b90bc07ced4,no events,no events,no events,no events,no events,no events,no events
7bd3195f-3656-449e-9e63-38076f59a001,no events,no events,no events,Quiz 8pm,no events,no events,no events
7c6bd4e7-a572-45ad-a969-64e0fb4cbb5a,TBC,TBC,TBC,TBC,TBC,TBC,TBC
7de6ece6-65fa-4d47-a0af-851f3179dc87,no events,no events,no events,no events,no events,no events,no events
7e16cbd6-a99a-47cf-80be-c703c8124708,no events,no events,no events,no events,no events,no events,no events
7e4125a6-b943-4bc7-a8dd-dc3a3127c2b6,no events,no events,no events,no events,no events,no events,no events
7eb2bc28-8b0c-4409-be4a-13cd97394d9b,no events,no events,no events,no events,no events,no events,no events
7ed3290f-bf8c-4f62-af6e-0e17a7cfa872,no events,no events,no events,no events,no events,no events,no events
7edc3e66-7f68-4a09-a085-5bf2b778831c,no events,7pm quiz,no events,no events,no events,Dinner with DJs,Dinner with DJs
7fee2378-ec80-4632-8309-b6dd60094fd8,Comedy,Comedy,Comedy,no events,no events,no events,no events
80639f64-eda8-42d2-9710-8b3778d23b1c,no events,no events,no events,no events,no events,no events,no events
80aeb850-5686-44ac-8e1b-424ef9cea747,no events,no events,no events,no events,no events,no events,no events
818ffc93-d7ef-4eaa-bfac-81af7b1fb6f4,no events,no events,no events,no events,no events,no events,no events
81a0832a-6b8b-450e-b8ff-0802b702c973,no events,no events,no events,no events,no events,no events,no events
8256f638-00af-4f90-9fdb-aeebbf7986da,Closed,Closed,Closed,no events,no events,no events,no events
82cb7b2e-bb83-4c43-951a-e977677112e7,no events,no events,no events,no events,no events,no events,no events
83573cce-0fe4-4200-8119-aa22f0657622,no events,no events,no events,no events,no events,no events,no events
83aeeb5f-1bfd-4372-b4bf-4d43b87c9601,no events,no events,7.30pm quiz,no events,no events,DJs,6pm quiz
842fc4ff-b773-4eb6-b179-0452a7ccce01,no events,no events,no events,no events,no events,no events,no events
85734c01-6261-4784-b024-637b12b8d4f4,no events,no events,no events,no events,no events,no events,no events
859eb4d9-ba6e-43d6-b14b-275cf2a0b5ad,Closed,no events,no events,no events,no events,no events,no events
85c71873-b209-4b30-a592-5054413b6d84,Closed,Closed,no events,no events,no events,no events,Closed
85f36fdf-63f5-4b98-ad76-21b2ba5ef8dd,no events,no events,no events,no events,DJs,Live music,7.30pm quiz
861aa935-2abd-4e2f-8ae9-a66b046e75c9,no events,no events,no events,no events,no events,no events,no events
863b8b33-da71-4a22-a68f-4a676e39cfbe,no events,no events,no events,1st Thursday of the month quiz,Disco,Disco,8pm live jazz
8667fb3f-bfb6-4985-b33a-dbb9a5137a47,no events,no events,no events,no events,no events,no events,no events
8668ecb9-4abf-444b-9de0-2e935e2c6966,no events,no events,no events,no events,no events,no events,no events
866ef4d9-669f-4bab-ade2-1af9da1a0065,no events,no events,no events,no events,no events,no events,no events
86812052-266b-460c-92ff-f04233f4e8ae,no events,no events,Live piano music,Live jazz music,no events,no events,no events
868b221f-aea2-4448-b3e9-1c3e44fff92e,no events,no events,no events,no events,no events,no events,no events
86de190a-4e39-4e2c-add6-2ffa05d0f991,Music 7.30pm,no events,no events,no events,no events,no events,no events
86de5080-7da2-4cd1-aac3-d91cf018b910,no events,no events,no events,no events,no events,no events,no events
87582c9a-a4ff-4f8a-9c1f-1057c51a24ee,no events,no events,no events,no events,no events,Wine pairing,no events
875e7d63-8578-4d2e-bffd-3988b3cd2a74,no events,no events,no events,no events,no events,no events,no events
87953131-c0eb-4469-993e-1ae074e9d99a,no events,no events,no events,no events,no events,no events,no events
882c60eb-2ae9-4c38-915f-92fa3394951e,Closed,Closed,Closed,no events,no events,no events,no events
882c968d-b5a1-4877-8e4f-4845ffb59ee7,no events,no events,no events,no events,no events,no events,no events
88849456-c4ff-4c5a-8ba2-13e503983bcc,Closed,no events,no events,no events,no events,no events,no events
88b8f8e1-ab4c-4659-8c59-79fb38e29086,no events,no events,no events,no events,no events,no events,no events
88ee974d-df96-4ffb-ac86-fffc13f1fc7f,no events,no events,no events,no events,no events,no events,no events
88f4d7ea-101e-4faf-93ab-94215455a220,no events,no events,no events,Live music,no events,no events,Live music
8905f38f-5abe-4ff7-9b22-72ab50645c21,no events,no events,no events,no events,no events,no events,no events
894b94e5-4b69-4495-adb6-6d356f2a15ce,no events,Quiz 7pm,no events,no events,no events,no events,no events
89509f12-75e8-4b62-8b7a-f709776ddd2c,no events,no events,no events,no events,no events,no events,no events
8963e59d-8ccb-4992-9834-7904450120e6,Live music,no events,no events,Live music,Live music,Live music,no events
8a9a733c-f36b-49e9-8da7-aeb884293d92,no events,no events,no events,no events,no events,no events,no events
8af6ff33-381c-4847-9fb2-cbf949fdb090,no events,no events,no events,no events,no events,no events,no events
8bc03630-ea34-4c77-8f1c-cfa15e9a916a,no events,Quiz 8pm bi-weekly,no events,no events,no events,no events,no events
8cd0994d-4c08-473a-bf11-94b08d3082c6,no events,no events,no events,no events,no events,no events,no events
8d1dc503-5c43-4954-9fb7-7770ad12b729,no events,no events,no events,no events,no events,no events,no events
8d4e6681-dff8-4b38-955a-44fb6e2431cc,Live music,no events,Live music,Quiz and karaoke,no events,Live music,Live music
8d85b0e1-fe2f-4aa9-b6cb-6c07e1531653,no events,no events,no events,no events,no events,no events,no events
8da7696d-930f-44cc-ba38-783b7ad1c1df,no events,no events,no events,no events,no events,no events,no events
8dacb7e7-7977-4420-9a7d-58eda84741eb,no events,no events,no events,no events,no events,no events,no events
8de30c31-9684-405e-ac4f-b8a3db376852,no events,no events,no events,no events,no events,no events,no events
8e99b0f2-e61c-4fd6-9e01-f53da76b5f81,no events,no events,no events,no events,no events,no events,no events
8f54c7a5-ef71-44e0-9164-d8207652160d,no events,Quiz 7pm,Open mic night 6.30pm,no events,no events,no events,no events
90833296-6041-48c9-9837-fe090ff67fde,no events,no events,no events,no events,no events,no events,no events
915508e0-ea3d-4082-9142-7b178298dded,no events,no events,no events,Quiz or karaoke,no events,no events,no events
915d00c0-49dc-4036-ac5c-92153e281064,Karaoke,Quiz,Comedy,no events,no events,no events,Live jazz
91c14f5b-6666-4230-949d-7502c01c4c96,no events,no events,no events,no events,no events,no events,no events
9231995a-345b-46a6-86e7-37642cf70e97,Quiz 7pm,no events,no events,no events,no events,no events,no events
92c49a14-f650-4acc-a74f-b6fb96760631,TBC,TBC,TBC,TBC,TBC,TBC,TBC
9321fedb-a70a-42a3-a59f-1ba4ca6621d6,no events,no events,Quiz bi-weekly,no events,no events,no events,no events
938453ab-ad1f-4e95-9b52-7ee678665e4d,no events,no events,Quiz 9pm,Karaoke,no events,no events,no events
93c74508-cfb4-4b02-ae5d-10bb3cf304f1,no events,no events,no events,no events,no events,no events,no events
93ca1ef7-254a-40f8-b767-aab9beefbfc3,no events,no events,no events,Open mic night,Live music,Live music,Live jazz
942ba769-e41f-49e9-9fee-0198fe3391c4,no events,no events,no events,no events,no events,no events,no events
9430e071-be89-43fc-8198-1078c99be6a0,no events,no events,no events,no events,no events,no events,no events
945c6336-6711-42b2-a240-01b1b9f403c6,no events,no events,no events,no events,Karaoke,no events,no events
94788b05-bb7f-4428-9b59-93e2d3ce7183,Quiz 8pm,no events,no events,no events,Live music,no events,no events
94d24fde-0b24-4bec-a05d-3c8ca530db55,no events,quiz,no events,comedy,no events,no events,no events
955ae281-5169-495d-ac79-8900c326b1a0,no events,no events,no events,no events,no events,no events,no events
958da49d-7a63-4448-9f18-f0845c715278,no events,no events,no events,no events,no events,no events,no events
9599e4f0-ade0-4f0f-9474-79522540b795,no events,Quiz 7.30pm,no events,no events,no events,no events,no events
95ad4247-ce4d-49ed-bc46-c02cba8f72e4,no events,no events,no events,no events,no events,no events,no events
9665dbf0-9144-4a8a-a079-8d2411e5b6e0,Board games,no events,no events,no events,DJs,DJs,no events
96ffc2fb-55cd-4c1b-a52c-707767216645,Closed,Beer pong,no events,no events,no events,Closed,Closed
97035489-ff93-47f1-9703-b0081ae357e9,no events,no events,no events,no events,no events,no events,no events
975140ad-4162-4d88-9951-a5d17284eb9a,no events,no events,no events,no events,no events,no events,no events
97a112a9-31a7-4be6-bae9-0b828715e042,no events,no events,Quiz 7.30pm,no events,no events,no events,no events
97c261d5-5d57-4287-abfd-d200009c1371,no events,no events,no events,no events,no events,no events,no events
97db9cac-552f-4b75-a212-3f93f8345106,no events,no events,no events,no events,no events,no events,no events
97f2905d-f074-44a7-a26e-011599793af5,Closed,Closed,no events,no events,no events,no events,no events
984c1545-c22b-490a-93d9-8873b3a08adf,no events,no events,no events,no events,no events,no events,no events
9882b155-3cbe-4a55-81bf-67a9496e6173,no events,no events,no events,no events,no events,no events,no events
99158172-b45e-4f12-ba5b-44a99db9a74f,Closed,no events,no events,no events,no events,no events,no events
991d5e48-971c-464e-997a-a0772b47a4e5,no events,no events,no events,no events,no events,no events,no events
99261dfa-fd36-4e85-b640-86efcd35aa8a,no events,no events,no events,no events,no events,no events,no events
9963cb33-f78e-4f21-a240-9542d9e8fbf8,no events,no events,no events,no events,no events,no events,no events
9a0fe706-c6f5-4caf-8916-9455700a81f6,no events,no events,Bottomless bubbles,no events,no events,no events,no events
9a32f0a7-3092-4ecc-8701-f72b367ac93c,no events,no events,no events,no events,no events,no events,no events
9a568f0a-5ac4-4223-ac0f-aa40b9e80213,no events,no events,no events,no events,no events,no events,no events
9a80a623-9382-462c-babf-009110a1d804,no events,no events,no events,no events,no events,no events,no events
9b12f0b5-d10c-4d43-8f44-b5601fa510be,no events,no events,no events,no events,no events,no events,no events
9b132499-96eb-417c-af3d-9f364172ef33,no events,8.30pm quiz,no events,no events,Live music,Live music,Live music
9b2e6647-660e-43d8-9e27-a5f06b0ddb54,no events,Board games,no events,no events,no events,no events,no events
9b5c6aa8-437d-4ea5-8464-315a27f9d6a8,no events,no events,no events,no events,no events,no events,no events
9b7c0aba-1eb5-4006-887b-d7903b0a566d,no events,no events,no events,no events,no events,no events,no events
9b9b6041-bbce-42df-b25f-a012a5a8b635,no events,no events,no events,no events,no events,no events,no events
9bb7e86c-ca97-4f53-a349-ebf4a118342f,no events,Quiz 8pm,no events,no events,Live music,no events,no events
9c740bf3-dcaa-41e7-8783-c1658f369c19,no events,no events,no events,no events,no events,no events,no events
9c8bcfc9-5b8e-40a1-9772-86dcb8eac3da,no events,no events,no events,no events,no events,no events,no events
9c93bcb5-03c4-4b75-9138-70659d32544b,no events,no events,no events,no events,no events,no events,no events
9cbd4a94-74c1-4848-a59d-26bf708c61db,no events,no events,no events,no events,no events,no events,7pm quiz
9cc8f7a4-28c9-4e3e-9a03-b2d78ab4f09f,no events,no events,no events,no events,no events,no events,no events
9cd250f7-f340-4f1b-a8bd-452d2489fdc7,no events,no events,no events,no events,no events,no events,no events
9cfa8cef-6b6d-4908-8a49-26dc32ae9cc0,no events,no events,no events,no events,no events,no events,no events
9d5bc568-a41e-4313-a875-2a65f4ec3ef2,no events,no events,no events,no events,no events,no events,no events
9d834e48-f83d-4419-9899-e4b3b9a3dc69,no events,no events,no events,no events,no events,no events,no events
9db877d6-295c-4dd5-a43d-542c3d5be25e,no events,no events,no events,no events,no events,no events,no events
9dca8f6b-f963-4d79-979b-d468162ed14b,no events,no events,no events,no events,no events,no events,no events
9e6a558a-b9ba-49c4-ab9b-a15419070fde,no events,no events,no events,no events,no events,no events,7pm quiz
9e9a798f-92a8-4846-9d34-e04ab3e820d5,no events,no events,no events,no events,no events,no events,no events
9ec7097c-39ac-42b0-8135-3817ce8b581f,no events,no events,no events,no events,no events,no events,no events
9ed0b369-18f3-45e5-b53e-028a2747cfa8,no events,no events,no events,no events,no events,no events,no events
9ef6ec94-22db-42f1-adec-3dbfa75ad592,no events,no events,no events,no events,no events,no events,no events
9f2df78c-a1c4-4070-88da-8ba2d8bbe87d,no events,no events,no events,no events,no events,no events,no events
9f7d5055-61c1-41ab-be5a-3c8740825f72,no events,no events,no events,no events,no events,no events,no events
9f9c3c5e-8bc4-4f8a-adc1-1465edc723d1,no events,no events,no events,no events,no events,no events,no events
9fb9e451-6e05-4804-9e9c-a41156ba4d6d,no events,no events,no events,no events,no events,no events,no events
a0c4ae53-2f88-4072-93a6-b13da9412fe9,no events,no events,no events,no events,no events,no events,no events
a200a385-ff70-45dc-9adf-9510a1987cca,no events,no events,no events,no events,no events,no events,no events
a25aa1c3-6e88-463f-a532-e5c6741cc6e3,no events,no events,no events,no events,no events,no events,no events
a28b9b6b-b92c-491c-b241-269104e4b20c,no events,no events,no events,no events,no events,no events,no events
a291e7bb-abb2-41c7-abb5-64b370b5c51c,no events,no events,no events,no events,no events,no events,no events
a2e88552-9cc0-48d5-bb3f-e39cc0006313,no events,no events,no events,no events,no events,no events,no events
a37b38ba-4deb-4930-beaf-e29d4faa1a8e,no events,no events,no events,no events,no events,no events,Live music in the evening
a39b6beb-b087-40ec-878b-9697d602e4e8,no events,no events,no events,no events,no events,no events,no events
a3a2ec56-acd3-45c6-9340-4dfacf8333cb,no events,no events,no events,no events,no events,no events,Live music
a406bcc7-0efb-4c7d-af97-eb24246d24bf,no events,no events,no events,no events,no events,no events,no events
a6051ad8-fefb-4d7e-925f-13cdcb16b73b,no events,no events,no events,no events,no events,no events,no events
a617848d-fd1a-40c8-b6e3-9f92126c8bd4,no events,no events,no events,no events,no events,no events,no events
a64b8bef-215f-4f25-aeb7-5aefcf828486,no events,no events,no events,no events,no events,no events,no events
a6c70aaa-c0c0-4548-9583-7cb454a56cdb,no events,no events,Theatre,no events,no events,no events,no events
a7006cf2-0f00-497c-a8dc-3d6729381820,no events,no events,no events,no events,no events,no events,no events
a760c277-aa87-4a25-b811-a6476503acf6,no events,Steak night,Unlimited wings,no events,no events,no events,no events
a81d00e5-7e30-4a8d-a012-acadc43c01b0,no events,no events,no events,no events,Live music,DJs,Closed
a8467bfa-1f5e-482c-96d3-0e2206aa81c2,no events,no events,no events,no events,no events,no events,no events
a848c17e-a4f9-4d91-953f-e3a0442040d1,no events,no events,no events,no events,no events,no events,no events
a869327b-e950-498e-8e26-2fd0a9bfcf5e,no events,Quiz 7.30pm,no events,no events,no events,no events,no events
a89a85f1-3fa7-4d38-9d21-19044982d2b1,no events,no events,no events,no events,no events,no events,no events
a89e3f76-afa6-4c4a-96f4-2fbda8ffaa54,no events,no events,Quiz 8pm,no events,no events,no events,no events
a93794d4-f12c-4508-bcec-b79097d8b5de,no events,no events,no events,no events,no events,no events,no events
a941296b-15b9-4a8f-8396-088d7bbcd1ba,no events,no events,no events,no events,no events,no events,no events
a9f0a007-62eb-47ab-b1bc-b893208a1c06,no events,no events,Quiz,Comedy,no events,no events,no events
aacbc803-7d43-40b9-ad14-da1cf55de22f,no events,no events,no events,no events,no events,no events,no events
aae5bfb3-9a38-4bbc-beab-32ec07e1fd9e,no events,no events,no events,no events,no events,no events,no events
ab382c1c-2aab-44fe-9f71-7a0aa26aed92,no events,no events,no events,no events,no events,no events,no events
abf8bc80-06ed-4fbd-95f5-69aaea242fe5,no events,no events,no events,no events,no events,no events,no events
ad01716e-2623-4e4b-bcfe-ff91b14b2927,Comedy,no events,no events,Comedy,no events,no events,Comedy
ad2bbf86-9982-4180-a815-6e0b075eba1c,no events,no events,no events,no events,no events,no events,no events
ad5b38ca-7444-4e94-8f17-93dd1826bec2,no events,no events,no events,no events,no events,no events,no events
ad92a845-98eb-4307-b634-0352e47375bb,no events,no events,no events,no events,no events,Live music,no events
ae3acdb6-5195-4db8-8ac8-0815234d7f33,no events,no events,no events,no events,Live music,Live music,no events
ae591583-747e-46be-8bbe-986fb220f09b,no events,no events,no events,no events,no events,no events,no events
ae6dfbf2-a16e-40f6-9ff8-6133fa2f49ae,Quiz 7.30pm,Quiz,no events,no events,no events,no events,no events
ae73f483-7e7c-44b4-9822-6a370e265de9,no events,no events,no events,no events,no events,no events,no events
af0953b2-f0f8-4688-88ae-2eab8ee11748,no events,no events,no events,no events,no events,no events,no events
afd355ac-6e0e-4a67-8e2d-18769b909abb,Quiz 7.30pm,no events,no events,no events,no events,no events,no events
b04f1ea2-c615-4947-8641-9dabdf439140,no events,no events,no events,no events,no events,no events,no events
b05dbaeb-9042-4ace-b990-4c50f72a3cfc,no events,Quiz 8pm,no events,Drag bingo 2nd Thursday of the month,no events,no events,no events
b088ce95-c5f2-4afe-a1d4-9245e5690ac6,no events,no events,no events,no events,no events,no events,no events
b0d3a863-f1fa-4d58-9936-c09995a3c636,TBC,TBC,TBC,TBC,TBC,TBC,TBC
b20e073f-f317-40d8-9bfc-6b873e64ed9d,no events,no events,no events,no events,no events,no events,Closed
b22a8a03-1b58-4aba-b2c8-1098315cfeda,no events,no events,no events,no events,no events,no events,no events
