pub_identity,area_identity,station_identity,pub_deletion,pub_name,address,category,colour,place,pub_latitude,pub_longitude,rank,detail
9b7c0aba-1eb5-4006-887b-d7903b0a566d,87fbc59f-9c44-4e78-b4b5-000ef3b4d559,a9dd3bb6-f448-4315-b4b9-be59803228f3,false,Ye Olde Cock Tavern,"22 Fleet St, Temple, London EC4Y 1AA, UK",Bar,#000000,ChIJsecEQrMEdkgRvd4CVnayQPs,51.51379814684957,-0.1105070114135742,4.2,Unique facade 
9f2df78c-a1c4-4070-88da-8ba2d8bbe87d,87b4b121-bf17-44e7-805a-a860f9ee4b33,1fb0c041-e7ac-4df4-a197-20518fad1038,false,Ye Olde Cheshire Cheese,"145 Fleet St, London EC4A 2BP",Bar,#000000,ChIJM0n9x7IEdkgRZllOf-c6RYQ,51.51436796944155,-0.1071703433990478,4.0,Quirky inside
8905f38f-5abe-4ff7-9b22-72ab50645c21,87b4b121-bf17-44e7-805a-a860f9ee4b33,86863791-1cbc-4743-8fc1-daed77eb8128,false,The Dovetail,"9-10 Jerusalem Passage, London EC1V 4JP, UK",Bar,#000000,ChIJeaFiSVAbdkgRMReUY6rO8Kw,51.5232321,-0.1039848,4.0,Belgian bar with beer tasting evenings
85734c01-6261-4784-b024-637b12b8d4f4,87b4b121-bf17-44e7-805a-a860f9ee4b33,d97b5ad4-eff1-439d-aad7-b121519aa3db,false,Fullers Ale and Pie House,"60-63 W Smithfield, London EC1A 9DY",Bar,#000000,ChIJc1290q8EdkgRzmquDwQgy48,51.51879527524319,-0.1005265116691589,4.0,Classic pub
168c5191-a91d-4774-af72-c0b60222cd5c,7b9db47d-0a1c-429c-9608-711ed711e845,6339de91-7b07-4cc2-960f-3e12bb216599,false,Famous Cock Tavern,"259 Upper St, London N1 1RU, UK",Bar,#000000,ChIJBZy_ImUbdkgRikjoTsqS6zY,51.54603125945693,-0.1034611836075782,4.1,No details on this pub
94d24fde-0b24-4bec-a05d-3c8ca530db55,7b9db47d-0a1c-429c-9608-711ed711e845,d64263fb-509a-4339-a6d2-3a86b865c4a8,false,The Old Queens Head Pub,"44 Essex Rd, London N1 8LN, UK",Bar,#d9534f,ChIJD7jeSWcbdkgRwyRdbn_qKIQ,51.53722635051119,-0.1004061475396156,4.3,"Tue quiz, Thur comedy"
3e38be80-48d3-4177-a80d-7b670494e234,1676a419-f2d0-4bf4-a5ae-569fea25e991,a2fa95a7-428a-414b-a249-9e8d4a8aa9bd,false,Mr Foggs Pawnbrokers,"50 Dean St, London W1D 5BG, UK",Bar,#000000,ChIJBUj2-9IEdkgRmSNxHI1mals,51.5127423600451,-0.1317464187741279,4.5,No details on this pub
0027d4bf-8c57-473e-aa7e-33a3b1b1d95b,fa6b3525-c4d4-4a9c-b10c-6f097fa658ec,f06cb191-eeb2-4e39-9300-674af0a4be4b,false,The Gardeners Arms,"103 York Hill, Loughton IG10 1RX, UK",Bar,#000000,ChIJP-zaZbqh2EcRhNdANKcXmyU,51.65444454376321,0.0599996745586395,4.3,Thursday 7.30pm quiz
5e7a2cf0-e9bc-4fc8-818b-763244375ebf,632602fe-f847-4e12-9e03-31e3d22aa344,7d6570e0-c264-4105-a26e-7864393b92ed,false,Swingers Crazy Golf,"15 John Prince's St, London W1G 0AB, UK",bar,#000000,ChIJK7VnItUadkgRIKtptwcYHNw,51.51597539999999,-0.1434136,4.0,No details on this pub
52c555f4-007f-4dd1-9d75-a0dfc38425ad,f25607ca-ec88-46dc-a1f3-b8dedd3e5ca3,bdfe61ed-df50-4024-bdee-a23591f45736,false,Kibele Restaurant,"175-177 Great Portland St, London W1W 5PJ, UK",bar,#000000,ChIJ-bg_WdYadkgRD-AagbO6NpE,51.5218837,-0.1436869,4.0,No details on this pub
dc3dc762-de64-421e-bc0b-e861e3766ae2,480fafaa-7b2b-4282-a14f-e226e0b20922,08d27125-da1f-4d06-bdc3-ee4604a498d0,false,Laurel's On The Roof,"45 Curtain Rd, London EC2A 3PT, UK",Restaurant,#000000,ChIJqWi4-hgddkgRWtuFocZv6EI,51.52367858258219,-0.080561488866806,4.3,Rooftop bar with romantic restaurant
c7223326-661e-49ed-a0b2-da5bd4758508,00763a76-7504-4fd1-84e1-57184c44e46f,1cd39885-66f1-47e2-8948-eb468ad78c3f,false,Nightjar,"129 City Rd, London EC1V 1JB, UK",Bar,#000000,ChIJO5NM4aUcdkgR-XrNmE-75f8,51.52652471172488,-0.0877367332577705,4.6,Jazz and blues every night
610d6a7a-b922-4a4a-9302-6cdd869ce4f5,8e74a1f3-b8fc-4986-a520-0884eb581cb7,2ba058c6-bdcf-4144-bb4a-315a93adfd29,false,The Gunners,"204 Blackstock Rd, London N5 1EN, UK",Bar,#d9534f,ChIJPZQrmoEbdkgRYkei5lsTuCc,51.55893287286906,-0.0987817347049713,4.4,Regular live music events
d5cd1760-b22e-49e8-832e-6eb5cab180f3,16240ef3-d2e9-4d02-bd79-fabaf2147ff3,cc6e0333-78d2-454e-8928-cc3f843da984,false,Pub On The Park,"19 Martello St, London E8 3PE, UK",Bar,#000000,ChIJJ_b_8OUcdkgRe50aD2Mcvuk,51.54203157096124,-0.0582277402281761,4.3,Unique setting
ad2bbf86-9982-4180-a815-6e0b075eba1c,4ba994d3-be0f-4955-9926-d41d5b751170,e3fdc4e4-8bce-4e2f-8282-edfd9691b041,false,The White Hart,"69 Stoke Newington High St, London N16 8EL, UK",Bar,#000000,ChIJRZbnpGEcdkgRO2U7Q9YJEs4,51.55911296838674,-0.0743880495429039,4.0,Classic pub
e7e819fb-a913-467e-94d3-1ca2f6473a6e,243b75de-2b66-48a4-a302-4d8800692296,cf3f6f99-3fcb-41c9-a73d-cbe05a277817,false,Lord Raglan,"199 Shernhall St, London E17 9HX",Bar,#000000,ChIJByRwS_QddkgRniyqEKqpBrY,51.58090780447581,-0.0034422799944877,4.2,No details on this pub
32a17618-9e23-450c-b921-a6bab0dfdd6f,1676a419-f2d0-4bf4-a5ae-569fea25e991,78974d23-26f1-44ca-a34b-526fb180e30b,false,Caffe Concerto Piccadilly,"29-31 Piccadilly, London W1J 0LF, UK",Bar,#000000,ChIJl1l3INQEdkgR9NcwIm5QKmQ,51.5092568379436,-0.1368308812379837,3.5,Restaurant
0c00dbd3-a6fd-4c6b-8006-2d98c0d8b175,be3be431-d8c0-4327-83e7-4718f2d97d97,4cb5aabd-df77-44d4-9f6a-e0452b6f00fa,false,Turtle Bay,"The Scene, Cleveland Place, 269 High St, London E17 7FD, UK",Bar,#000000,ChIJ3b0ZEukddkgRQkxkAutRFj8,51.58508990075969,-0.0198590755462646,4.3,0
3c0e13d2-57f5-4e20-85da-8c49873b9224,75808b33-a6d6-4e79-bc63-cce0831d36a9,57e01997-ee1b-4f2b-91fa-d0797ed221d2,false,Flat Iron Square,"45 Southwark St, London SE1 9HP, UK",Bar,#000000,ChIJjQgs4acEdkgRQfSEih1EjSw,51.504623460137545,-0.0933827832341194,4.3,Tues: 7pm quiz. Fri: free beer. Sun: dog day. Various events
54ed8eb6-770a-4ed4-b269-a7c770447aed,9bc188bd-c112-456f-bfcf-5c31030b2d24,1de6f3bd-59ca-47c3-9e5b-e924837389ba,false,The Coach and Horses,"22 High St, Rickmansworth WD3 1ER, UK",Bar,#000000,ChIJf6KtQNNrdkgRiLfxZOJWPow,51.63937385814389,-0.4664475470781326,4.2,No details on this pub
0ff37efc-ce5a-40c6-8564-87a81a5a1d18,7b9db47d-0a1c-429c-9608-711ed711e845,708c7e5a-d7ec-488d-9006-380a87398c1f,false,The Highbury Barn Tavern,"26 Highbury Park, London N5 2AB, UK",Bar,#000000,ChIJ9Q486X4bdkgRE4xTK5YvkBs,51.55382048911972,-0.0981044769287109,1.0,No details on this pub
07e36512-d3ca-4e13-a882-c5a679f44e26,1c66e2c9-d99f-479f-8fcd-95a55d380678,761090eb-0022-49e7-956d-19d4b449a120,false,The Blind Beggar,"337 Whitechapel Rd, London E1 1BU, UK",Bar,#000000,ChIJvUc8HNIcdkgRgBlA40zXpb0,51.5199994613566,-0.0568842887878418,1.0,No details on this pub
866ef4d9-669f-4bab-ade2-1af9da1a0065,5dbbbdb9-3ab1-4a96-a0e9-edf4ca8bd52a,ddc420a7-76a5-474e-92c4-b3d065feb9f3,false,Princess Louise,"208 High Holborn, London WC1V 7EP, UK",Bar,#000000,ChIJD_JK9DQbdkgRfRhIaTjoh4M,51.517344451557534,-0.1215838640928268,4.4,Unique decor
cf5c45aa-aaf6-4ac0-ba85-8cdb27e4d276,8d7a9d04-eea3-45d7-a17c-e5271cbc1fa4,9e6ac1e8-b05d-4fd5-a4a3-ba878a4697f3,false,Mabel's Tavern,"9 Mabledon Pl, London WC1H 9AZ, UK",Bar,#000000,ChIJd3ly4TobdkgR6WMYc91z15Q,51.52783069252965,-0.1275718957185745,4.2,Classic pub
1b258b22-a853-4d64-947e-5ef4ade978be,632602fe-f847-4e12-9e03-31e3d22aa344,7d6570e0-c264-4105-a26e-7864393b92ed,false,The Phoenix,"37 Cavendish Square, Greater, London W1G 0PP, UK",Bar,#000000,ChIJo7F5IdUadkgRlfsdb-zHeB0,51.51613477059503,-0.1436691731214523,4.3,0
5cf4aec7-51e4-4bc0-acc2-b8042ab0363e,8d7a9d04-eea3-45d7-a17c-e5271cbc1fa4,7052bc86-1a69-473e-a84d-ce28b79b94b9,false,The Dolphin Pub,"47 Tonbridge St, London WC1H 9DW, UK",Bar,#000000,ChIJz4Y8xzsbdkgRxRbrqjP9yVo,51.52895892465534,-0.1246945559978485,4.2,No details on this pub
02d0238e-4c9e-4b8b-a3d7-75932572cd2b,5f526db5-a48e-4d34-b017-e6c833dbb57c,bf2d221c-83e7-4bf7-b4a9-7be48f32dd5b,false,Hagen & Hyde,"157 Balham High Rd, London SW12 9AU, UK",Bar,#d9534f,ChIJZ89_ec8FdkgRvb3Dr64YTZY,51.44390093200054,-0.1522224023938179,4.2,"Mon: 8pm quiz, Fri/Sat: 11pm live music"
540826ee-31c9-4644-bbbd-b3ef0d47b08b,5f526db5-a48e-4d34-b017-e6c833dbb57c,a9363065-6046-4c1c-bf5c-f0194750a613,false,The Devonshire,"39 Balham High Rd, London SW12 9AN, UK",Bar,#000000,ChIJ9S2mLckFdkgRm7doWi-g3k8,51.44692506170376,-0.1489963755011558,4.2,Tue 8pm quiz
4b35c570-5afd-4f2d-a3f4-5d994a7e76e4,8aed4e72-6690-4915-88c7-a7047131bf7e,c13c85c6-6544-49cc-8b21-45899b992816,false,The Alexandra,"14 Clapham Common South Side, London SW4 7AA, UK",Bar,#000000,ChIJY9Thc00EdkgRgvsx6E0alKA,51.461319529990334,-0.1382601633667946,4.1,Quirky decor
f39db520-b94f-49a5-8c56-e1afad69483d,31e94930-b83f-4fed-914f-23c75fb14cae,54f3eb8b-4c46-42d1-9b5f-4778650cae45,false,The Thirsty Bear,"62 Stamford St, London SE1 9LX, UK",Bar,#000000,ChIJIfvKrLEEdkgRakjNJIpoutc,51.50711435315972,-0.1081282272934913,4.1,Pour own pints
350d77be-b4c5-4984-ab2f-6d2de41415e0,5f526db5-a48e-4d34-b017-e6c833dbb57c,a9363065-6046-4c1c-bf5c-f0194750a613,false,The Avalon,"16 Balham Hill, London SW12 9EB, UK",Bar,#0275d8,ChIJP1VDwskFdkgRuEghk9bLICU,51.45067506377649,-0.1479942351579666,4.2,Mon 7.30pm quiz
3c88a054-9473-4368-b392-af38c73e9797,5f526db5-a48e-4d34-b017-e6c833dbb57c,bf2d221c-83e7-4bf7-b4a9-7be48f32dd5b,false,The Bedford,"77 Bedford Hill, London SW12 9HD, UK",Bar,#0275d8,ChIJwYT1Mc4FdkgRzo7RtzDjKg0,51.44274802385799,-0.1494734734296798,4.2,"Comedy, live music and dance classes"
55f393ed-9aa5-4bb1-96b1-1b940022e694,5f526db5-a48e-4d34-b017-e6c833dbb57c,bf2d221c-83e7-4bf7-b4a9-7be48f32dd5b,false,The Regent,"21 Chestnut Grove, London SW12 8JB, UK",Bar,#d9534f,ChIJlTC9n8UFdkgR1p8mmsmI20Q,51.44403801684009,-0.1536821946501732,4.2,
4b0f5199-a980-4d1b-b0df-15fd21df824c,d41f64bb-46cf-4fc0-892e-4ebf263897a1,bc19aff1-8711-4cae-af74-a13b49bd1af4,false,The Prince of Wales,"Cleaver Square, London SE11 4EA, UK",Bar,#0275d8,ChIJNz-oOpEEdkgRtr0pP7VoCZY,51.48822182110479,-0.1090529188513755,4.4,Petanque court with outdoor seating
cb8b3078-6cff-48dc-a629-5b562730874c,b6fba238-e15d-4046-add2-5cbd96c5213d,f23c49ec-fe29-4b7e-8270-86318febdfc4,false,The Blues Kitchen,"40 Acre Ln, London SW2 5SP, UK",Bar,#0275d8,ChIJQfUp7kIEdkgRp84y_4o-FUQ,51.46061890289546,-0.1192553713917732,4.3,Daily live jazz
0d0566ca-beb3-41be-8a22-5415fcf79d43,31e94930-b83f-4fed-914f-23c75fb14cae,457a9061-abd6-4bb1-8017-0c1eaeb4efdd,false,Tattershall Castle,"Victoria Embankment, London SW1A 2HR, UK",Bar,#000000,ChIJR3wAzLEEdkgRTdaPTuBjrA4,51.50455375658146,-0.1226222142577171,4.3,"Floating boat bar with live music. Tue, Sat/Sun comedy"
3caa5c02-ee38-4a1d-9c2b-39bfcae80981,9bc188bd-c112-456f-bfcf-5c31030b2d24,1de6f3bd-59ca-47c3-9e5b-e924837389ba,false,The Fox & Hounds,"183 High St, Rickmansworth WD3 1AY, UK",UNDEFINEDar,#000000,ChIJc9l0XtVrdkgRpeqloootNPE,51.63912812042173,-0.473087690770626,4.4,Pub with Thai food
d8b030ff-fb74-4f72-9cf4-8a3ec8434007,243b75de-2b66-48a4-a302-4d8800692296,4cb5aabd-df77-44d4-9f6a-e0452b6f00fa,false,The Castle,"15 Grosvenor Rise E, London E17 9LB, UK",Bar,#000000,ChIJn9h9h_IddkgRcUXuJHkuRSM,51.58069737698731,-0.0112055987119674,4.3,Classic pub
2dc38644-2fce-446f-a813-a2ba3e18eedf,31e94930-b83f-4fed-914f-23c75fb14cae,ebf71968-a0a8-48a5-b003-63b1b53f9375,false,BrewDog,"Unit G, Waterloo Station, 01 The Sidings, London SE1 7BH, UK",Bar,#0275d8,ChIJz2raGbUddkgR1EBfTLADLtI,51.502307325007486,-0.1153675094246864,4.1,Duckpin alley
2dbf12b8-120a-46fd-ab1a-d1bb0a6ea778,be3be431-d8c0-4327-83e7-4718f2d97d97,4cb5aabd-df77-44d4-9f6a-e0452b6f00fa,false,Walthamstow Trades Hall,"61-63 Tower Hamlets Rd, London E17 4RQ, UK",Bar,#d9534f,ChIJ8RRrJ-YddkgR28mStkbXE3U,51.58895311235201,-0.0191070511937141,4.5,Sun 7.30pm quiz. Various events
528783f6-5ba8-4207-9de5-ba7bcfa50cae,75808b33-a6d6-4e79-bc63-cce0831d36a9,f5b94c64-beb5-4295-95a1-34fc1f5b5a8d,false,The Horniman at Hays,"Unit 26, Hay’s Galleria, Greater, London SE1 2HD, UK",Bar,#0275d8,ChIJzTKWP1ADdkgRTNDLN_08UDk,51.50615127687141,-0.082961730659008,4.1,Riverside
86de190a-4e39-4e2c-add6-2ffa05d0f991,71f589fb-f617-48b9-b779-dc1e8d73b1fe,7a683234-b0e5-49f4-b894-55b5ddaa9eef,false,The Ned Nickel Bar,"27 Poultry, London EC2R 8AJ, UK",Bar,#000000,ChIJZbiEwVQDdkgRqM6Mnr9trl0,51.51370884409096,-0.0900783017277717,4.5,Mon 7.30pm music
46179aca-6f27-4242-9f71-f1c2b420f94c,71f589fb-f617-48b9-b779-dc1e8d73b1fe,7a683234-b0e5-49f4-b894-55b5ddaa9eef,false,The Ned Electric Bar & Diner,"27 Poultry, London EC2R 8AJ, UK",Bar,#000000,ChIJwbkvJt8DdkgRLkGoBjVR6t8,51.51390601934093,-0.0896132737398147,4.5,Impressive setting for a bar
57fbcd08-b7c0-4279-b268-7600aa09cc98,71f589fb-f617-48b9-b779-dc1e8d73b1fe,17d9ab39-318d-4187-bdcb-a6aa315d1997,false,Williamson's Tavern,"1 Groveland Ct, London EC4M 9EH, UK",Bar,#000000,ChIJQ6PMnaoEdkgRL2rrBpZv02Y,51.51324480076968,-0.0939705222845077,4.3,Weekday only with outdoor seating
9430e071-be89-43fc-8198-1078c99be6a0,71f589fb-f617-48b9-b779-dc1e8d73b1fe,17d9ab39-318d-4187-bdcb-a6aa315d1997,false,Juno Rooms,"67-69 Watling St, London EC4M 9DT, UK",Bar,#000000,ChIJ3fVn1vEDdkgRXgeZoq354xk,51.51300630904028,-0.0932614132761955,4.1,City bar
96ffc2fb-55cd-4c1b-a52c-707767216645,71f589fb-f617-48b9-b779-dc1e8d73b1fe,17d9ab39-318d-4187-bdcb-a6aa315d1997,false,Core Bar,"10-15 Queen St, London EC4N 1TY, UK",Bar,#000000,ChIJNQsDclUDdkgRvZqcNZvdRgM,51.51297229830697,-0.0926572456955909,4.0,"Tue: beer pong, Sat/Sun/Mon: Closed, Outside seating"
16f76f29-ae95-49a7-8591-27ab87dd1bf4,71f589fb-f617-48b9-b779-dc1e8d73b1fe,17d9ab39-318d-4187-bdcb-a6aa315d1997,false,"The Pavilion End, St Paul's","23 Watling St, London EC4M 9BR, UK",Bar,#000000,ChIJxSm2gqoEdkgR8QXyqlo5k2A,51.51301528119268,-0.0939688459038734,4.2,Cricket themed sports bar
859eb4d9-ba6e-43d6-b14b-275cf2a0b5ad,5f526db5-a48e-4d34-b017-e6c833dbb57c,50dd29fb-9e61-46e2-b670-7d27542586f4,false,The Belleville Brewing Co.,"44 Jaggard Way, London SW12 8SG, UK",Other,#0275d8,ChIJrzjxPMIFdkgRJ_sBYFGyLOk,51.44560129823002,-0.1620128005743026,4.7,Taproom with live music but closed Mon
955ae281-5169-495d-ac79-8900c326b1a0,5f526db5-a48e-4d34-b017-e6c833dbb57c,50dd29fb-9e61-46e2-b670-7d27542586f4,false,The Hope,"1 Bellevue Rd, Greater, Upper Tooting, London SW17 7EG, UK",Bar,#0275d8,ChIJuwk28-kFdkgRe3JOWQcIYs4,51.44620331759987,-0.1653581857681274,4.3,Pub with views across common
21ba3669-2407-4fa3-928f-3ab6943c4917,694afc53-63a6-4bb5-b7cd-f45058482cbe,8a3533c1-bdcb-4e00-aacb-05eaee15bd3d,false,The Holland Tringham,"107-109 Streatham High Rd, London SW16 1HJ, UK",Bar,#0275d8,ChIJvauKvoIGdkgRxZ4fEa6AEnI,51.43010173941671,-0.1298551261425018,4.1,Weatherspoons
3fae6292-bea4-4022-95ae-3dd2b2554e23,243b75de-2b66-48a4-a302-4d8800692296,517f30ef-8671-41c8-862b-f3386b9088d4,false,Heathcote & Star,"344 Grove Green Rd, London E11 4EA, UK",Bar,#000000,ChIJL4ygEH2n2EcRw4qpPD3oI9A,51.56589104498112,0.0022674724459648,4.3,Table tennis. Comedy.
662486bd-2954-486f-8cb3-d23dce0357ab,fa6b3525-c4d4-4a9c-b10c-6f097fa658ec,f06cb191-eeb2-4e39-9300-674af0a4be4b,false,The Victoria Tavern,"165 Smarts Ln, Loughton IG10 4BP, UK",Bar,#000000,ChIJV8mvT6yh2EcRZx-A7vgm4og,51.64878121982483,0.05095224827528,4.4,Traditional pub
06f154c0-d04f-45a7-9c9b-2832b779a411,42591133-6127-4928-a6fc-d0f99e2c3d9a,c12dd601-4162-4a6f-aeac-bf06652af750,false,The Culpeper,"40 Commercial St, London E1 6TB, UK",Bar,#d9534f,ChIJAfrz4lYxcEERCMgjl3xkNDI,51.51691278399358,-0.073026493191719,4.3,Rooftop bar with accommodation
6b75d781-b8c3-490d-b586-116dd69cad7c,87b4b121-bf17-44e7-805a-a860f9ee4b33,d2878413-cc97-4454-984d-bb72e04c8bcc,false,The Lexington,"96-98 Pentonville Rd, London N1 9JB, UK",Bar,#d9534f,ChIJI6PU40MbdkgR-IqFrYH-Nx8,51.53177135275627,-0.1114417612552642,4.3,Mon 8pm quiz. Wed-Sat live music
ed530a98-058f-4b2d-afb1-2adc4916e305,8d7a9d04-eea3-45d7-a17c-e5271cbc1fa4,9e6ed48e-ad9c-41cc-9bc2-3847bf2ecf73,false,The Harrison Pub & Hotel,"28 Harrison St, London WC1H 8JF, UK",Bar,#0275d8,ChIJzX7hrDkbdkgRtP9mz-gMYJU,51.52761230160622,-0.120507963001728,4.4,Mon 7pm quiz. Regular live music and comedy
80aeb850-5686-44ac-8e1b-424ef9cea747,8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,c8ba9409-51c5-4435-ac3c-9b17feb49030,false,The World's End,"174 Camden High St, London NW1 0NS, UK",Bar,#0275d8,ChIJjeItM-AadkgREysmgYamTB8,51.53914199328301,-0.1422013342380523,4.4,Regular live music
a81d00e5-7e30-4a8d-a012-acadc43c01b0,87b4b121-bf17-44e7-805a-a860f9ee4b33,d97b5ad4-eff1-439d-aad7-b121519aa3db,false,The Slaughtered Lamb,"34-35 Great Sutton St, London EC1V 0DX, UK",Bar,#000000,ChIJs8uE3FAbdkgRdzW8CuAgtxE,51.52335294770036,-0.101194716989994,4.3,Fri live music. Sat DJs. Occasional comedy. Sun closed
b38678b1-85a6-418e-8741-4957ee3f7f5c,9396d9ef-c062-4530-b395-5bae8304c034,bc19aff1-8711-4cae-af74-a13b49bd1af4,false,Orbit Beers Brewery,"225 & 228 Fielding St, London SE17 3HD, UK",Bar,#0275d8,ChIJ2XcJGp0EdkgRIIjVHsP-w9c,51.48501273170223,-0.095936581492424,4.8,Mon/Tue closed
45852adf-75c3-4eb0-b99e-e9df1e047206,b6fba238-e15d-4046-add2-5cbd96c5213d,a6567490-c28e-4c7a-b4b1-6db0653a972a,false,Fox on the Hill,"149 Denmark Hill, London SE5 8EH, UK",Bar,#0275d8,ChIJGy8KWYYDdkgR3qAadAMQmSw,51.4652506965987,-0.0895844399929046,3.9,Weatherspoons
3ce5eac8-17c9-4a33-aba1-c10f695660ef,3765283d-ade4-45d8-b3fa-2121fc7776ad,2a815311-c162-4c4a-94bf-e5a3e1638564,false,The Kernel Brewery Arch 7 Taproom,"Arch 11, Dockley Road Industrial Estate, Dockley Rd, London SE16 3SF, UK",Bar,#000000,ChIJH5QKvD8DdkgRhkIIjPF2UAE,51.49591010673696,-0.0688321888446807,4.7,Taproom open Thur-Sun only
62d2a587-2e8c-41e0-8e7d-90737363d45e,3765283d-ade4-45d8-b3fa-2121fc7776ad,2a815311-c162-4c4a-94bf-e5a3e1638564,false,The Gregorian,"96 Jamaica Rd, London SE16 4SQ, UK",Other,#000000,ChIJ67sU6z4DdkgR_KH2yr-roC0,51.49760248269072,-0.0663702562451362,4.2,Mon 7.45pm quiz. Outdoor seating
2cd9035f-af04-41dd-b63c-f47b75c90a8f,5f526db5-a48e-4d34-b017-e6c833dbb57c,50dd29fb-9e61-46e2-b670-7d27542586f4,false,The Nightingale,"97 Nightingale Ln, London SW12 8NX, UK",Bar,#0275d8,ChIJv5EbOscFdkgR5qLYfUKiQJs,51.450079371648926,-0.1578309014439582,4.4,Wed 7.30pm quiz
3ebbdbe5-032f-4cc3-ad27-424c04fbf30e,ad43afd8-c0fb-4f48-a782-4d62270ca145,debe8a35-cd92-41a3-b1c7-e77954bb269a,false,Princess of Wales,"146 Lea Bridge Rd, Lower Clapton, London E5 9RB, UK",Bar,#000000,ChIJjQX3T6sddkgRt-e8wYemD_Y,51.56187184251651,-0.0457816198468208,4.3,Riverside pub with occasional quizzes and fairs
7eb2bc28-8b0c-4409-be4a-13cd97394d9b,3604053e-7d97-4da1-a00f-e65844248107,7b246a00-e66f-44f8-af83-0408046708a2,false,Czech and Slovak Club,"74 W End Ln, London NW6 2LX, UK",Bar,#0275d8,ChIJv3WWdXcQdkgReXmHuXh-kTY,51.54483735317766,-0.1915911957621574,4.3,Table football
