pub_identity,area_identity,station_identity,pub_deletion,pub_name,address,category,colour,place,pub_latitude,pub_longitude,rank,detail
ef71847c-035f-4d12-ae3d-992b05a1402d,8aed4e72-6690-4915-88c7-a7047131bf7e,2bd263ff-b94b-4028-9513-bcc026e1748f,false,Prince of Wales,"169 Lyham Rd, Brixton Hill, London SW2 5PY, UK",Bar,#0275d8,ChIJp5oiZTgEdkgR-5O_pW79EXE,51.45345534510413,-0.1268255710601806,4.2,Traditional pub
b29eb1ff-292d-425a-bdca-d017c819f7f8,b6fba238-e15d-4046-add2-5cbd96c5213d,083b6bbc-456d-4ad0-9bd3-2e9d28dbd71d,false,The Priory Arms,"83 Lansdowne Way, London SW8 2PB, UK",Bar,#0275d8,ChIJuSapmvcEdkgRrxUB2yA53iI,51.47488271193065,-0.1283249258995056,4.4,Sun 8pm quiz
cce40d2c-4f59-49c1-8be3-5d51b33a6163,d41f64bb-46cf-4fc0-892e-4ebf263897a1,0dc4c33c-a54e-4c36-9cc9-ece24b27bd1c,false,The Morpeth Arms,"58 Millbank, London SW1P 4RW, UK",Bar,#0275d8,ChIJVTXxpegEdkgRDwcK5k77nrI,51.48940823552433,-0.1287178695201873,4.3,Prison cell tours and board games. Outdoor seating
facd8fad-fc62-4519-9751-bbb0d06b01fe,d41f64bb-46cf-4fc0-892e-4ebf263897a1,0dc4c33c-a54e-4c36-9cc9-ece24b27bd1c,false,White Swan,"14 Vauxhall Bridge Rd, London SW1V 2SA, UK",Bar,#0275d8,ChIJvRHgZuYEdkgRUitqnE18sHk,51.48984266883802,-0.1314849033951759,4.3,Classic pub
59789e1f-5ea2-4b87-901f-fbf69bd59701,33869d87-05dc-4728-a03a-c94cbab80292,0dc4c33c-a54e-4c36-9cc9-ece24b27bd1c,false,Cask Pub & Kitchen,"6 Charlwood St, Lillington and Longmoore Gardens, London SW1V 2EE, UK",Bar,#0275d8,ChIJSSxMAuEEdkgR5tG9FenV-mM,51.4911334186495,-0.1373472064733505,4.6,Live music Sundays 4.30pm
70f8f3dd-6351-4c10-98a3-e32e2d28c1f6,f54b7658-a904-4e35-bfac-585287f06a64,871133b6-4992-42b0-afde-c2a37c42438c,false,The Mall Tavern,"71 Palace Gardens Terrace, London W8 4DY, UK",Bar,#0275d8,ChIJ5YmjWPkPdkgR8B8UYEF1zeA,51.508488501524575,-0.1939220353960991,4.4,Occasional live music. Closed Sun-Tue
7a6c2b0c-ae9c-4812-a776-cbadb8750566,f54b7658-a904-4e35-bfac-585287f06a64,871133b6-4992-42b0-afde-c2a37c42438c,false,The Churchill Arms,"119 Kensington Church St, London W8 7LN, UK",Bar,#0275d8,ChIJGTDVMfoPdkgROs9QO9Kgmjc,51.50691172276481,-0.1948011294007301,4.5,Famous Christmas decorations
9dca8f6b-f963-4d79-979b-d468162ed14b,f54b7658-a904-4e35-bfac-585287f06a64,871133b6-4992-42b0-afde-c2a37c42438c,false,The Sun In Splendour,"7 Portobello Rd, London W11 3DA, UK",Bar,#0275d8,ChIJE3Xg7PwPdkgRFMwql4bIyXA,51.51096708074552,-0.1978303492069244,4.4,Classic pub
a848c17e-a4f9-4d91-953f-e3a0442040d1,f54b7658-a904-4e35-bfac-585287f06a64,29744523-95e9-4224-bbd4-1642e705952e,false,The Ladbroke Arms,"54 Ladbroke Rd, London W11 3NW, UK",Bar,#0275d8,ChIJB9cPfeQPdkgRSd-oA-sUBm0,51.5090506696387,-0.2028601616621017,4.6,Outdoor seating
5e4d6137-ef10-4c8b-ae38-aeceaa89dc59,f54b7658-a904-4e35-bfac-585287f06a64,29744523-95e9-4224-bbd4-1642e705952e,false,The Mitre,"40 Holland Park Ave, London W11 3BD, UK",Bar,#0275d8,ChIJW9xDR-QPdkgRT8ntIR0mkHU,51.50799748561469,-0.2034693583846092,4.2,Outdoor seating
87582c9a-a4ff-4f8a-9c1f-1057c51a24ee,f54b7658-a904-4e35-bfac-585287f06a64,03e27edf-b497-4e44-908f-f4eb046d28bf,false,The Eagle,"250 Ladbroke Grove, London W10 5SL, UK",Bar,#0275d8,ChIJSTyTZSIQdkgRZFiNhTpYbzs,51.52217534408169,-0.2125110849738121,4.4,Sat wine pairings
0749dc1d-64cb-4c59-b900-82481ccb3fc4,f54b7658-a904-4e35-bfac-585287f06a64,de3a28c7-96da-4bf4-b97e-123f5d29e879,false,The Little Yellow Door,"6-8 All Saints Rd, London W11 1HH, UK",Bar,#000000,ChIJ_cPbnPsPdkgRdv3iOTQsVJk,51.51760044580723,-0.2033811807632446,4.2,Quirky front room decor with outdoor seating
180f2d7c-ac08-4db1-88a7-ffb8f4d0029d,3604053e-7d97-4da1-a00f-e65844248107,4b879c91-afea-4ffc-9cc1-dd98c0c36325,false,The Warrington Hotel,"Warrington Hotel, 93 Warrington Cres, London W9 1EH, UK",Bar,#0275d8,ChIJgYrhaKYadkgRsaYEvYGy7aM,51.52721806892024,-0.1831486076116562,4.1,Hotel bar
5b4b2fef-e480-4c23-aed5-4f5f180e50e1,3604053e-7d97-4da1-a00f-e65844248107,04c5d21f-c176-4735-b82d-a68a1cd83b86,false,Five Bells,"165-167 E End Rd, London N2 0LZ, UK",Bar,#0275d8,ChIJYeMGTxoadkgRRz4N1sVDmnw,51.59077888369772,-0.172310471534729,4.3,Basic pub
b97c49e9-c8a8-40f6-b7be-5604e201548a,4405ca8a-c2a0-4040-94c2-877f2b6ced1d,04c5d21f-c176-4735-b82d-a68a1cd83b86,false,The Bald Faced Stag,"69 High Rd, London N2 8AB, UK",Bar,#000000,ChIJ5bwduyIadkgRut5EZ20KkkM,51.58935410093792,-0.1640734076499939,4.2,Wed 8pm quiz
93ca1ef7-254a-40f8-b767-aab9beefbfc3,4405ca8a-c2a0-4040-94c2-877f2b6ced1d,04c5d21f-c176-4735-b82d-a68a1cd83b86,false,Maddens Bar,"130 High Rd, London N2 9ED, UK",Bar,#0275d8,ChIJI4X1gyIadkgRh36rgIIhkvc,51.59078554924306,-0.1641652733087539,4.6,No details on this pub
0a0b64ce-badb-49b7-b4e6-2a725d564598,3604053e-7d97-4da1-a00f-e65844248107,68cffadd-b57d-46db-9b95-2464fb318eba,false,Tally Ho,"749 High Rd, London N12 0BP, UK",Bar,#0275d8,ChIJUQY0bO8ZdkgRDT4eYLqUtAc,51.614123955814655,-0.1765775308012962,4.0,No details on this pub
44f933f3-3089-4df8-b983-489565b2424b,3604053e-7d97-4da1-a00f-e65844248107,03d3956e-7903-4350-988f-d20a3b0abd75,false,The Griffin,"1262 High Rd, London N20 9HH, UK",Bar,#0275d8,ChIJcapBesUZdkgRCfvGoPyoodI,51.63017432755982,-0.1745269820094108,4.2,Wed 7.30pm quiz
9d834e48-f83d-4419-9899-e4b3b9a3dc69,4405ca8a-c2a0-4040-94c2-877f2b6ced1d,be975cc6-f52e-421f-8941-be52ab44fecd,false,The Cavalier,"The Cavalier, 67 Russell Ln, London N20 0BB, UK",Bar,#000000,ChIJMRheE7oZdkgR5ZMJeI4aA1w,51.62967213697236,-0.1579660177230835,3.7,Games room
7125c473-2206-4d03-a5ea-920308ad3e68,4405ca8a-c2a0-4040-94c2-877f2b6ced1d,84599840-1628-462a-b945-201170d347c1,false,Hart Lounge,"290 Chase Rd, London N14 6HA, UK",Bar,#0275d8,ChIJDYPPr7MZdkgRmRO3VpTN_2w,51.63313803371152,-0.1271967217326164,4.1,Shisha pipes with various events
d3a1324e-92ef-46d4-bcbe-5a616bfe8cee,4405ca8a-c2a0-4040-94c2-877f2b6ced1d,84599840-1628-462a-b945-201170d347c1,false,The Woodman,"128 Bourne Hill, London N13 4BD, UK",Bar,#0275d8,ChIJD4vccT0ZdkgRgWI7HphyBbs,51.62870124715569,-0.117337591946125,4.2,Traditional pub
0f579ca8-06f4-427a-ab4d-ae685bc3a473,4405ca8a-c2a0-4040-94c2-877f2b6ced1d,b7c661e4-f398-46e6-8d61-08ba9b216151,false,The Dog & Duck,"74 Hoppers Rd, London N21 3LH, UK",Bar,#0275d8,ChIJ-wc5tTAZdkgRih-65IGoEbY,51.62551516735895,-0.1047861948609352,4.6,Some live acts
90833296-6041-48c9-9837-fe090ff67fde,4405ca8a-c2a0-4040-94c2-877f2b6ced1d,b7c661e4-f398-46e6-8d61-08ba9b216151,false,The Alfred Herring,"316-322 Green Lanes, London N13 5TT, UK",Bar,#0275d8,ChIJrfRz6UcZdkgRLyhyniGP6eM,51.61939297035022,-0.1068897172808647,4.1,Weatherspoons
e4a67441-49af-40bd-ad4c-df88ba87f85e,4405ca8a-c2a0-4040-94c2-877f2b6ced1d,a04705c1-9475-4b69-8255-81af8f42d283,false,McCafferty's Bar,"128 Tottenham Ln, London N8 7EL, UK",Bar,#0275d8,ChIJI5Aw8ukbdkgRP-SSJJ0iB0g,51.583838478907424,-0.1166006550192833,4.3,Thur karaoke. Sat/Sun live music
31661734-bb83-4bf4-8c68-0b7afd4f8d48,8e74a1f3-b8fc-4986-a520-0884eb581cb7,677aedd7-ea8c-4426-b583-0fc8a9a39601,false,The World's End,"21-23 Stroud Green Rd, Finsbury Park, London N4 3JF, UK",Bar,#0275d8,ChIJ-6pThJobdkgRnZ2393tj-KE,51.56698999031656,-0.1082901656627655,4.1,Thur 7.30pm quiz with occasionally live music
781b0d4c-788a-4bcb-8cec-c4384c566b57,8e74a1f3-b8fc-4986-a520-0884eb581cb7,677aedd7-ea8c-4426-b583-0fc8a9a39601,false,The Faltering Fullback,"19 Perth Rd, Finsbury Park, London N4 3HB, UK",Bar,#0275d8,ChIJqaYaYZAbdkgRDEOzEbBRzds,51.56855010111023,-0.1082100346684455,4.6,Mon 8pm quiz. Sat/Sun live music
ad92a845-98eb-4307-b634-0352e47375bb,8e74a1f3-b8fc-4986-a520-0884eb581cb7,677aedd7-ea8c-4426-b583-0fc8a9a39601,false,The WB Yeats,"20 Fonthill Rd, Finsbury Park, London N4 3HU, UK",Bar,#0275d8,ChIJAUfeHpobdkgR0PQGb1dQGxI,51.56640061045815,-0.1115614548325538,4.5,Sat live music
875e7d63-8578-4d2e-bffd-3988b3cd2a74,31e94930-b83f-4fed-914f-23c75fb14cae,a9dd3bb6-f448-4315-b4b9-be59803228f3,false,Somerset House Terrace,"Somerset House, Strand, London WC2R 1LA, UK",Bar,#000000,ChIJw2AOYT8FdkgRvyeD3K528WQ,51.51056644397335,-0.1170224323868751,4.0,Regular entertainment
a941296b-15b9-4a8f-8396-088d7bbcd1ba,5dbbbdb9-3ab1-4a96-a0e9-edf4ca8bd52a,ae547f37-ad02-44b8-8860-fc4818c58b7d,false,The Ivy,"1-5 West St, London WC2H 9NQ, UK",Bar,#000000,ChIJVcvKc80EdkgRyV3q0YIzDvc,51.512860459152165,-0.128045305609703,4.4,Famous pub with fine dining
7e4125a6-b943-4bc7-a8dd-dc3a3127c2b6,1676a419-f2d0-4bf4-a5ae-569fea25e991,a2fa95a7-428a-414b-a249-9e8d4a8aa9bd,false,Ronnie Scott's,"47 Frith St, London W1D 4HT, UK",Bar,#000000,ChIJVwS659IEdkgRkDBpUYSalUc,51.51347598841091,-0.1315284892916679,4.7,Live music
8f54c7a5-ef71-44e0-9164-d8207652160d,f54b7658-a904-4e35-bfac-585287f06a64,871133b6-4992-42b0-afde-c2a37c42438c,false,Cock & Bottle,"Cock & Bottle, 17 Needham Rd, London W11 2RP, UK",Restaurant,#0275d8,ChIJA3ljhQIQdkgRA33c922UUwI,51.51542163213291,-0.1974692568182945,4.3,"Tues 7pm quiz, Open mic Wed 6.30pm"
7ed3290f-bf8c-4f62-af6e-0e17a7cfa872,a8270094-1d5b-4558-a1d0-5be568497233,6e61c514-215d-48d5-b79a-a8f61ca4996f,false,The Askew,"269 Uxbridge Rd, London W12 9DS, UK",Bar,#0275d8,ChIJ_fiOpi8OdkgR4eoyi-3A980,51.5066235311247,-0.2448836714029312,4.3,0
637a0365-d079-44f4-aa73-b7c38098d64a,d6404801-5f6d-4fcd-b998-45bc07588574,6e61c514-215d-48d5-b79a-a8f61ca4996f,false,The Raven,"375 Goldhawk Rd, London W6 0SA, UK",Bar,#0275d8,ChIJB2t3uDcOdkgRMl0KpnXrRpU,51.49513820547219,-0.2446114271879196,4.5,Fri live music
762dc859-113e-4bf3-8c2c-4b5993c6752a,d6404801-5f6d-4fcd-b998-45bc07588574,6e61c514-215d-48d5-b79a-a8f61ca4996f,false,The Carpenter's Arms,"91 Black Lion Ln, London W6 9BG, UK",Bar,#0275d8,ChIJl4s9wUkOdkgRnNLjDUz9b3Q,51.49255710482962,-0.2426923066377639,4.2,Pub with fine dining and outdoor seating
f6e11b5c-cf77-4f39-81fa-6d3ff8bd9bdc,d6404801-5f6d-4fcd-b998-45bc07588574,6e61c514-215d-48d5-b79a-a8f61ca4996f,false,The Cross Keys,"57 Black Lion Ln, London W6 9BG, UK",Bar,#0275d8,ChIJ87a_vEkOdkgRYJmSHIgOLG4,51.491842553525736,-0.2425863593816757,4.4,Thur 8pm quiz. Friday comedy. 1st Mon ukulele lessons. Board games
63ed555a-f7ec-4101-bf30-8d2463abb1dd,d6404801-5f6d-4fcd-b998-45bc07588574,ae6be160-892c-4f7b-9ec3-9d3a76156d83,false,The Old Ship,"25 Upper Mall, London W6 9TD, UK",Bar,#0275d8,ChIJCd8UxUsOdkgRCwD0RfpCfe4,51.49033012272159,-0.2399712055921554,4.2,Riverside pub
a3a2ec56-acd3-45c6-9340-4dfacf8333cb,d6404801-5f6d-4fcd-b998-45bc07588574,ae6be160-892c-4f7b-9ec3-9d3a76156d83,false,Prince of Wales Townhouse,"73 Dalling Rd, London W6 0JD, UK",Bar,#0275d8,ChIJd0Qdq6IPdkgRqxkNSXsLQ9g,51.49497330329115,-0.2347838133573532,4.6,Shuffleboard with Sunday live music
2e0207c5-32bf-4556-a37e-955b214d8757,d6404801-5f6d-4fcd-b998-45bc07588574,ae6be160-892c-4f7b-9ec3-9d3a76156d83,false,Thatched House,"115 Dalling Rd, London W6 0ET, UK",Bar,#0275d8,ChIJES3sSssPdkgRJ8YYqJ2R0mU,51.49651250626846,-0.2347113937139511,4.6,Conservatory dining
d1cab6b6-3c33-4e23-a363-3e0a496ae2cf,d6404801-5f6d-4fcd-b998-45bc07588574,ae6be160-892c-4f7b-9ec3-9d3a76156d83,false,The Andover Arms,"57 Aldensley Rd, London W6 0DL, UK",Bar,#0275d8,ChIJ02cdBcsPdkgRwa3puG6p4Mk,51.49682226093236,-0.2326752617955207,4.5,3rd Mon nice drawing. Closed Mon
02a020c2-6a22-426a-87ec-06d7b7be54ad,a8270094-1d5b-4558-a1d0-5be568497233,ae6be160-892c-4f7b-9ec3-9d3a76156d83,false,The Anglesea Arms,"35 Wingate Rd, London W6 0UR, UK",Bar,#0275d8,ChIJRUUTrDQOdkgRzg8HmoeiG0Q,51.4986976510547,-0.2352602407336235,4.5,Outdoor seating
0d4dd558-590d-4046-a40d-87b1475fb44a,a8270094-1d5b-4558-a1d0-5be568497233,ae6be160-892c-4f7b-9ec3-9d3a76156d83,false,The Eagle,"215 Askew Rd, London W12 9AZ, UK",Bar,#0275d8,ChIJl_NTxzMOdkgRPYUPldwLGec,51.50059300032873,-0.239378772675991,4.2,Tue 7.30p quiz
57da201e-7e6e-4fe2-b63c-3f43e3b4a66f,f54b7658-a904-4e35-bfac-585287f06a64,97bbca21-c8ab-497f-85da-1a0ecc6227df,false,Pig & Whistle,"92 Bramley Rd, London W10 6UG, UK",Bar,#0275d8,ChIJKW3RTN8PdkgRvvPz8fEjZoc,51.51409192665203,-0.2175244688987732,4.2,Pub
06e2e2ca-8d55-41ac-bf73-855d9019d6f1,87b4b121-bf17-44e7-805a-a860f9ee4b33,d6281a4d-bb07-4586-84b6-c4eab9b52dc4,false,The Easton Pub & Kitchen,"22 Easton St, London WC1X 0DS, UK",Bar,#000000,ChIJ980N40UbdkgRpNBFNi52Oxs,51.52626146684747,-0.111282505095005,4.3,Traditional pub. Closed Mon/Tue
2b918e0e-447b-4939-97ae-023c542b46d2,87fbc59f-9c44-4e78-b4b5-000ef3b4d559,d6281a4d-bb07-4586-84b6-c4eab9b52dc4,false,Bounce,"121 Holborn, London EC1N 2TD, UK",Bar,#000000,ChIJDXDkrE0bdkgRuiAg7mjJij4,51.51800769693776,-0.1082512736320495,4.3,Table tennis
95ad4247-ce4d-49ed-bc46-c02cba8f72e4,00763a76-7504-4fd1-84e1-57184c44e46f,1cd39885-66f1-47e2-8948-eb468ad78c3f,false,Flight Club,"2A Worship St, London EC2A 2AH, UK",Bar,#000000,ChIJBWTd664cdkgRr3oSfWBdQME,51.52198070799126,-0.0865397974848747,4.5,Electronic darts
426915da-c971-4b4c-917e-d2eaaf30dce4,00763a76-7504-4fd1-84e1-57184c44e46f,1cd39885-66f1-47e2-8948-eb468ad78c3f,false,The Masque Haunt,"Bentima House, 168-172 Old St, London EC1V 9BP, UK",Bar,#000000,ChIJKzu1nKgcdkgR8cXO3f0QrFc,51.52518782082911,-0.0905409827828407,3.9,Weatherspoons
9b9b6041-bbce-42df-b25f-a012a5a8b635,00763a76-7504-4fd1-84e1-57184c44e46f,1cd39885-66f1-47e2-8948-eb468ad78c3f,false,Simmons Bar,"235 Old St, London EC1V 9HE, UK",Bar,#000000,ChIJiX3I0wAddkgR17EREehAlzs,51.52623643555959,-0.0859339535236358,4.7,City bar
af0953b2-f0f8-4688-88ae-2eab8ee11748,00763a76-7504-4fd1-84e1-57184c44e46f,1cd39885-66f1-47e2-8948-eb468ad78c3f,false,Bounce,"241 Old St, London EC1V 9EY, UK",Bar,#000000,ChIJqZShbaUcdkgRnfbNFlbTZ-U,51.5266936715812,-0.0842706486582756,4.3,Table tennis
eafd0eca-152d-4c97-a0d4-d3f68512420d,480fafaa-7b2b-4282-a14f-e226e0b20922,08d27125-da1f-4d06-bdc3-ee4604a498d0,false,The Blues Kitchen,"134-146 Curtain Rd, London EC2A 3AR, UK",Bar,#000000,ChIJv16nk7ocdkgR5P9wUhZgUpU,51.52655203737377,-0.0801802799105644,4.3,Daily live music
5979a4f9-53f0-4398-b73f-3c6d2ace96e4,480fafaa-7b2b-4282-a14f-e226e0b20922,75d3e34e-3654-4a83-b2a6-bb658144d808,false,The Kings Arms,"11A Buckfast St, Bethnal Green, London E2 6HJ, UK",Bar,#000000,ChIJD13KHsYcdkgRXSibBg3jSn0,51.52568720392146,-0.0658217445015907,4.5,Traditional pub
1403808e-3733-4107-bb1b-9ec444a34484,f54b7658-a904-4e35-bfac-585287f06a64,5c61c469-7a4c-414b-98a0-8f249d6f768b,false,The Scarsdale Tavern,"23a Edwardes Square, London W8 6HE, UK",Bar,#0275d8,ChIJU19yc_IPdkgRbLioEADOouk,51.49691994592883,-0.1989917457103729,4.5,Flowery exterior with outdoor seating
1496934f-16e7-4848-b686-504957119989,d6404801-5f6d-4fcd-b998-45bc07588574,5c61c469-7a4c-414b-98a0-8f249d6f768b,false,Evans & Peel Detective Agency,"Evans & Peel Detective Agency, 310c Earls Ct Rd, London SW5 9BA, UK",Bar,#0275d8,ChIJ06o6S4oPdkgR2LMY0mizLLA,51.4901610279605,-0.1909112557768821,4.6,Thur-Sat music
4e4833e3-c549-4b19-92d5-c11213f6f775,def450bf-c4cf-488e-9602-95a28f6d7020,f6d8fa90-3a79-4b31-b6a5-58b38b1acd73,false,Duke of Clarence,"148 Old Brompton Rd, South Kensington, London SW5 0BE, UK",Bar,#0275d8,ChIJuUcpL2EFdkgRo0e_xFMSsLo,51.49087560562039,-0.1824861019849777,4.2,Gastropub
ebd6f61a-3217-482d-9615-cbee464fe2c3,f54b7658-a904-4e35-bfac-585287f06a64,92122a6e-85e8-4c8d-9302-cdd6a7f1e6b8,false,Devonshire Arms,"37 Marloes Rd, Greater, London W8 6LA, UK",Bar,#0275d8,ChIJu0JMYfQPdkgRlU2MbW4be_0,51.49677487945907,-0.1926493272185325,4.3,Craft beers
40892d31-0764-4136-b44b-02225148939b,f54b7658-a904-4e35-bfac-585287f06a64,92122a6e-85e8-4c8d-9302-cdd6a7f1e6b8,false,The Builders Arms,"1 Kensington Ct Pl, Greater, London W8 5BJ, UK",Bar,#0275d8,ChIJ2xcyHPYPdkgRuTc4LY57Ceg,51.49940040675357,-0.1883406937122345,4.5,Outdoor seating
e47ad9d4-9124-4218-b2a8-eabf6a8f54d1,f54b7658-a904-4e35-bfac-585287f06a64,92122a6e-85e8-4c8d-9302-cdd6a7f1e6b8,false,The Holland,"25 Earls Ct Rd, London W8 6EB, UK",Restaurant,#0275d8,ChIJibmQvoMPdkgRK71kyUczsis,51.498178143365735,-0.1978860050439834,4.8,Traditional pub. Closed Mon/Tue
d64e6319-ccb2-4ec1-a06a-e651ca038283,f54b7658-a904-4e35-bfac-585287f06a64,92122a6e-85e8-4c8d-9302-cdd6a7f1e6b8,false,The Elephant And Castle,"40 Holland St, London W8 4JJ, UK",Bar,#0275d8,ChIJObvQRvcPdkgRfL7Pyuiu5Sw,51.503011903351705,-0.1934878528118133,4.3,Traditional pub
0271be42-baf7-4463-86e4-8e82148d4e0e,33869d87-05dc-4728-a03a-c94cbab80292,f6d8fa90-3a79-4b31-b6a5-58b38b1acd73,false,The Queens Arms,"30 Queen's Gate Mews, Greater, South Kensington, London SW7 5QL, UK",Bar,#0275d8,ChIJYyay9VsFdkgRV_9ZlHzBQzM,51.49927663737954,-0.1808445900678634,4.3,No details on this pub
e1c63b30-18e8-4ce7-a7d9-5dae00d9e3eb,33869d87-05dc-4728-a03a-c94cbab80292,af74279e-7098-4d05-b94b-96265be5321c,false,Jak's Bar,"87, 89 Walton St, London SW3 2HT, UK",Bar,#0275d8,ChIJ_w7dMEAFdkgRho7ZjVLQo2Q,51.49429782433321,-0.1674043759703636,4.4,Cafe bar with sofas
99158172-b45e-4f12-ba5b-44a99db9a74f,d41f64bb-46cf-4fc0-892e-4ebf263897a1,2563cba3-2918-4bb7-a4f5-2795994c1e7d,false,The Jolly Gardeners,"49-51 Black Prince Rd, London SE11 6AB, UK",Bar,#0275d8,ChIJE53zJ-sEdkgRAxTwPhD8mdU,51.49136200469071,-0.1182274147868156,4.6,Modern pub closed Mon
7b15a256-3742-43ad-94d9-b41f98266050,d41f64bb-46cf-4fc0-892e-4ebf263897a1,0dc4c33c-a54e-4c36-9cc9-ece24b27bd1c,false,The Grosvenor pub,"79 Grosvenor Rd, Pimlico, London SW1V 3LA, UK",Bar,#0275d8,ChIJk3ZLruUEdkgRizv6E6-WPfU,51.48662158453437,-0.131547600030899,4.3,Traditional pub
a89e3f76-afa6-4c4a-96f4-2fbda8ffaa54,d41f64bb-46cf-4fc0-892e-4ebf263897a1,e7375045-767a-4b77-9f95-177e559a56d5,false,The Duchy Arms,"63 Sancroft St, London SE11 5UG, UK",Bar,#0275d8,ChIJu_B3fZQEdkgRGqzDMu6FbeY,51.48921596458158,-0.1144682988524437,4.5,Wed 8pm quiz
2ee54ca1-e1cf-4d1f-bc86-89c2136cbeae,d41f64bb-46cf-4fc0-892e-4ebf263897a1,e7375045-767a-4b77-9f95-177e559a56d5,false,The Fentiman Arms,"64 Fentiman Rd, London SW8 1LN, UK",Bar,#0275d8,ChIJ3UH32PIEdkgRB2NQXSABQ7o,51.48098554883866,-0.1181617006659507,4.2,Tue 8pm quiz
bfbc7812-741b-443c-b9d7-a737434aee94,973e12de-e093-438f-8878-6337a0555ee8,989c19af-5262-4129-b0c2-2beb9ac05c48,false,The Olde Apple Tree,"107 Sumner Rd, Willowbrook Estate, London SE15 6JU, UK",Bar,#0275d8,ChIJ1b3ronMDdkgRFflQZckLx14,51.479603889293,-0.0738653540611267,4.2,Traditional pub
04ea139a-05b9-42ee-8bd0-3f3271c750e1,7ff20868-bf74-4699-ab85-c4c337b1a342,989c19af-5262-4129-b0c2-2beb9ac05c48,false,Nags Head,"231 Rye Ln, London SE15 4TP, UK",Bar,#0275d8,ChIJjVKu16MDdkgRSs4G5W-FsZE,51.467162683595376,-0.0658328086137771,4.2,Monday bingo
7a2f2062-ba1c-4d26-94db-a019a562211d,3765283d-ade4-45d8-b3fa-2121fc7776ad,d9b3d1c7-6bfd-4c4f-a723-c93a00275dee,false,Golden Anchor,"16 Evelina Rd, London SE15 2DX, UK",Bar,#0275d8,ChIJ0Xft26sDdkgRFsvFykblz-o,51.469378057077385,-0.0522581487894058,4.2,Various events
8d4e6681-dff8-4b38-955a-44fb6e2431cc,95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,d9b3d1c7-6bfd-4c4f-a723-c93a00275dee,false,Skehans,"1 Kitto Rd, London SE14 5SN, UK",Bar,#0275d8,ChIJ2aPBg6wDdkgRfdDfm1hJRqA,51.46747702379984,-0.0494314357638359,4.6,"Thur quiz night. Thur karaoke. Mon, Wed, Sat/Sun live music"
cda9928e-ee30-4c1d-a992-327d64725d81,7ff20868-bf74-4699-ab85-c4c337b1a342,d9b3d1c7-6bfd-4c4f-a723-c93a00275dee,false,The Old Nuns Head,"The Old Nun's Head, 15 Nunhead Grn, London SE15 3QQ, UK",Bar,#0275d8,ChIJyYYJnaUDdkgR8udKPl7401M,51.46522792939302,-0.059443786740303,4.5,Wed comedy / film. Thur open mic. Occasional quiz
a37b38ba-4deb-4930-beaf-e29d4faa1a8e,7ff20868-bf74-4699-ab85-c4c337b1a342,d9b3d1c7-6bfd-4c4f-a723-c93a00275dee,false,El Vermut,"28 Nunhead Grn, London SE15 3QF, UK",Bar,#0275d8,ChIJCcDhMk8DdkgRCYYKUbrMOUc,51.46535116459092,-0.0582153350114822,4.8,Sunday night music
d5ec18cc-ae6f-4138-a904-a0a68b98adf5,7ff20868-bf74-4699-ab85-c4c337b1a342,d9b3d1c7-6bfd-4c4f-a723-c93a00275dee,false,The Waverley Arms,"202 Ivydale Rd, London SE15 3BU, UK",Bar,#0275d8,ChIJO51PtLIDdkgRWMCK_ApWL8o,51.46130448980788,-0.0470781326293945,4.5,Thur 8pm quiz. Last Tue drag bingo
74b09557-7f64-4357-b20b-70869e7bb253,973e12de-e093-438f-8878-6337a0555ee8,bc19aff1-8711-4cae-af74-a13b49bd1af4,false,The Queen Elizabeth,"42 Merrow St, London SE17 2NH, UK",Bar,#0275d8,ChIJfwsm-WIDdkgROx5Dwv5Ei8k,51.48577895859684,-0.0914901494979858,4.3,Occasional entertainment and music
23a49eca-7ba3-4e8e-acc1-24a6ef5bb145,d41f64bb-46cf-4fc0-892e-4ebf263897a1,bc19aff1-8711-4cae-af74-a13b49bd1af4,false,The Old Red Lion,"42 Kennington Park Rd, London SE11 4RS, UK",Bar,#0275d8,ChIJlS8E5ZkEdkgRnmw7DgSyQL0,51.48942472778243,-0.1050342991948127,4.5,Wed 7.30pm quiz
c997af44-8b84-43df-b0d4-91a4479649ca,d41f64bb-46cf-4fc0-892e-4ebf263897a1,bc19aff1-8711-4cae-af74-a13b49bd1af4,false,The Tommyfield,"185 Kennington Ln, London SE11 4EZ, UK",Bar,#0275d8,ChIJz2HMUpEEdkgRKBDcg__XDw0,51.48866169364528,-0.110882855951786,4.3,Regular comedy. Tue quiz. Accommodation
c08f2b51-f079-4dfd-b6df-8a1a9a8f15c3,d41f64bb-46cf-4fc0-892e-4ebf263897a1,bc19aff1-8711-4cae-af74-a13b49bd1af4,false,The King's Arms,"98 Kennington Ln, London SE11 4XD, UK",Bar,#0275d8,ChIJBUDtIZcEdkgR0k-Xw7rA8wM,51.48995581705621,-0.1081590726971626,4.5,Traditional pub
2c9b2177-cd36-4de3-9604-52e27b68e587,d41f64bb-46cf-4fc0-892e-4ebf263897a1,bc19aff1-8711-4cae-af74-a13b49bd1af4,false,The Dog House,"293 Kennington Rd, London SE11 6BY, UK",Bar,#0275d8,ChIJg6EDmJYEdkgRJF-gndur7nI,51.489184441255176,-0.1108050718903541,4.0,Outdoor seating
